Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,move,"move 11 7",2,177,350,150,11,25,100,11,7,100,29,17
13,dig,"dig 28 17",3,184,350,150,11,25,100,11,7,100,29,17
14,move,"move 12 24",1,189,350,150,12,24,100,11,7,100,29,17
15,move,"move 12 8",2,194,350,150,12,24,100,12,8,100,29,17
16,move,"move 28 17",3,199,350,150,12,24,100,12,8,100,28,17
17,dig,"dig 13 23",1,206,350,150,12,24,100,12,8,100,28,17
18,move,"move 13 9",2,211,350,150,12,24,100,13,9,100,28,17
19,move,"move 27 17",3,216,350,150,12,24,100,13,9,100,27,17
20,move,"move 13 23",1,221,350,150,13,23,100,13,9,100,27,17
21,dig,"dig 14 10",2,228,350,150,13,23,100,13,9,100,27,17
22,move,"move 26 17",3,233,350,150,13,23,100,13,9,100,26,17
23,dig,"dig 14 22",1,240,350,150,13,23,100,13,9,100,26,17
24,move,"move 14 10",2,245,350,150,13,23,100,14,10,100,26,17
25,dig,"dig 25 17",3,252,350,150,13,23,100,14,10,100,26,17
26,move,"move 14 22",1,257,350,150,14,22,100,14,10,100,26,17
27,dig,"dig 14 11",2,258,330,150,14,22,100,14,10,80,26,17
28,move,"move 25 17",3,263,330,150,14,22,100,14,10,80,25,17
29,dig,"dig 15 21",1,270,330,150,14,22,100,14,10,80,25,17
30,move,"move 14 11",2,263,310,150,14,22,100,14,10,60,25,17
31,snowball,"snowball 22 21",3,280,310,150,14,22,100,14,10,60,25,17
32,move,"move 15 21",1,285,310,150,15,21,100,14,10,60,25,17
33,move,"move 14 11",2,290,310,150,15,21,100,14,11,60,25,17
34,move,"move 24 17",3,295,310,150,15,21,100,14,11,60,24,17
35,dig,"dig 16 20",1,302,310,150,15,21,100,14,11,60,24,17
36,dig,"dig 14 12",2,295,290,150,15,21,100,14,11,40,24,17
37,snowball,"snowball 22 21",3,312,290,150,15,21,100,14,11,40,24,17
38,move,"move 16 20",1,317,290,150,16,20,100,14,11,40,24,17
39,banana,"banana 10 13",2,378,290,150,16,20,100,14,11,40,24,17
40,move,"move 23 17",3,383,290,150,16,20,100,14,11,40,23,17
41,dig,"dig 17 19",1,390,290,150,16,20,100,14,11,40,23,17
42,banana,"banana 10 13",2,390,290,150,16,20,100,14,11,40,23,17
43,snowball,"snowball 21 20",3,407,290,150,16,20,100,14,11,40,23,17
44,move,"move 17 19",1,412,290,150,17,19,100,14,11,40,23,17
45,banana,"banana 11 13",2,459,290,150,17,19,100,14,11,40,23,17
46,move,"move 22 17",3,464,290,150,17,19,100,14,11,40,22,17
47,move,"move 18 18",1,469,290,150,18,18,100,14,11,40,22,17
48,banana,"banana 12 14",2,516,290,150,18,18,100,14,11,40,22,17
49,dig,"dig 21 17",3,523,290,150,18,18,100,14,11,40,22,17
50,move,"move 18 17",1,532,300,160,18,17,100,14,11,40,22,17
51,dig,"dig 14 12",2,539,300,160,18,17,100,14,11,40,22,17
52,dig,"dig 21 16",3,546,300,160,18,17,100,14,11,40,22,17
53,dig,"dig 19 16",1,553,300,160,18,17,100,14,11,40,22,17
54,dig,"dig 15 12",2,560,300,160,18,17,100,14,11,40,22,17
