Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 25 5",1,121,350,150,25,5,100,24,28,100,1,16
3,move,"move 25 27",2,126,350,150,25,5,100,25,27,100,1,16
4,move,"move 1 15",3,131,350,150,25,5,100,25,27,100,1,15
5,dig,"dig 26 6",1,138,350,150,25,5,100,25,27,100,1,15
6,dig,"dig 26 26",2,145,350,150,25,5,100,25,27,100,1,15
7,dig,"dig 2 14",3,152,350,150,25,5,100,25,27,100,1,15
8,move,"move 26 6",1,157,350,150,26,6,100,25,27,100,1,15
9,move,"move 26 26",2,162,350,150,26,6,100,26,26,100,1,15
10,move,"move 2 14",3,167,350,150,26,6,100,26,26,100,2,14
11,move,"move 27 7",1,172,350,150,27,7,100,26,26,100,2,14
12,move,"move 26 25",2,177,350,150,27,7,100,26,25,100,2,14
13,move,"move 2 13",3,182,350,150,27,7,100,26,25,100,2,13
14,move,"move 28 8",1,187,350,150,28,8,100,26,25,100,2,13
15,move,"move 26 24",2,192,350,150,28,8,100,26,24,100,2,13
16,move,"move 3 12",3,197,350,150,28,8,100,26,24,100,3,12
17,dig,"dig 29 9",1,204,350,150,28,8,100,26,24,100,3,12
18,move,"move 26 23",2,209,350,150,28,8,100,26,23,100,3,12
19,move,"move 4 11",3,214,350,150,28,8,100,26,23,100,4,11
20,move,"move 29 9",1,219,350,150,29,9,100,26,23,100,4,11
21,invalid,"invalid",2,215,350,150,29,9,100,26,23,100,4,11
22,move,"move 5 10",3,220,350,150,29,9,100,26,23,100,5,10
23,dig,"dig 30 10",1,227,350,150,29,9,100,26,23,100,5,10
24,invalid,"invalid",2,223,350,150,29,9,100,26,23,100,5,10
25,move,"move 6 9",3,228,350,150,29,9,100,26,23,100,6,9
26,dig,"dig 29 10",1,235,350,150,29,9,100,26,23,100,6,9
27,invalid,"invalid",2,231,350,150,29,9,100,26,23,100,6,9
28,move,"move 7 8",3,236,350,150,29,9,100,26,23,100,7,8
29,move,"move 29 10",1,241,350,150,29,10,100,26,23,100,7,8
30,invalid,"invalid",2,237,350,150,29,10,100,26,23,100,7,8
31,dig,"dig 8 7",3,244,350,150,29,10,100,26,23,100,7,8
32,move,"move 28 11",1,249,350,150,28,11,100,26,23,100,7,8
33,invalid,"invalid",2,245,350,150,28,11,100,26,23,100,7,8
34,move,"move 8 7",3,250,350,150,28,11,100,26,23,100,8,7
35,move,"move 28 12",1,255,350,150,28,12,100,26,23,100,8,7
36,invalid,"invalid",2,251,350,150,28,12,100,26,23,100,8,7
37,dig,"dig 9 8",3,258,350,150,28,12,100,26,23,100,8,7
38,dig,"dig 28 13",1,265,350,150,28,12,100,26,23,100,8,7
39,invalid,"invalid",2,261,350,150,28,12,100,26,23,100,8,7
40,move,"move 9 8",3,266,350,150,28,12,100,26,23,100,9,8
41,move,"move 28 13",1,271,350,150,28,13,100,26,23,100,9,8
42,invalid,"invalid",2,267,350,150,28,13,100,26,23,100,9,8
43,snowball,"snowball 13 11",3,284,350,150,28,13,100,26,23,100,9,8
44,dig,"dig 28 14",1,291,350,150,28,13,100,26,23,100,9,8
45,invalid,"invalid",2,287,350,150,28,13,100,26,23,100,9,8
46,move,"move 10 8",3,292,350,150,28,13,100,26,23,100,10,8
47,dig,"dig 27 14",1,299,350,150,28,13,100,26,23,100,10,8
48,dig,"dig 25 22",2,306,350,150,28,13,100,26,23,100,10,8
49,snowball,"snowball 13 11",3,323,350,150,28,13,100,26,23,100,10,8
50,move,"move 27 14",1,328,350,150,27,14,100,26,23,100,10,8
51,move,"move 25 22",2,333,350,150,27,14,100,25,22,100,10,8
52,dig,"dig 11 9",3,340,350,150,27,14,100,25,22,100,10,8
53,move,"move 26 15",1,345,350,150,26,15,100,25,22,100,10,8
54,dig,"dig 24 21",2,352,350,150,26,15,100,25,22,100,10,8
55,snowball,"snowball 13 12",3,369,350,150,26,15,100,25,22,100,10,8
56,dig,"dig 25 16",1,376,350,150,26,15,100,25,22,100,10,8
57,move,"move 24 21",2,381,350,150,26,15,100,24,21,100,10,8
58,move,"move 11 8",3,386,350,150,26,15,100,24,21,100,11,8
59,move,"move 25 16",1,391,350,150,25,16,100,24,21,100,11,8
60,dig,"dig 23 20",2,398,350,150,25,16,100,24,21,100,11,8
61,dig,"dig 12 9",3,405,350,150,25,16,100,24,21,100,11,8
62,move,"move 24 17",1,410,350,150,24,17,100,24,21,100,11,8
63,move,"move 24 20",2,415,350,150,24,17,100,24,20,100,11,8
64,move,"move 12 9",3,420,350,150,24,17,100,24,20,100,12,9
65,move,"move 23 18",1,425,350,150,23,18,100,24,20,100,12,9
66,invalid,"invalid",2,421,350,150,23,18,100,24,20,100,12,9
67,dig,"dig 13 10",3,428,350,150,23,18,100,24,20,100,12,9
68,move,"move 22 18",1,428,350,150,23,18,100,24,20,100,12,9
69,invalid,"invalid",2,424,350,150,23,18,100,24,20,100,12,9
70,move,"move 13 10",3,429,350,150,23,18,100,24,20,100,13,10
71,dig,"dig 22 19",1,429,350,150,23,18,100,24,20,100,13,10
72,banana,"banana 20 17",2,476,350,150,23,18,100,24,20,100,13,10
73,move,"move 14 11",3,481,350,150,23,18,100,24,20,100,14,11
74,dig,"dig 22 19",1,481,350,150,23,18,100,24,20,100,14,11
75,banana,"banana 20 17",2,521,350,150,23,18,100,24,20,100,14,11
76,move,"move 15 11",3,526,350,150,23,18,100,24,20,100,15,11
77,shoot,"shoot W",1,524,342,142,23,18,100,24,20,100,15,11
78,banana,"banana 21 18",2,566,327,127,23,18,100,24,20,100,15,11
79,dig,"dig 16 12",3,570,319,119,23,18,100,24,20,100,15,11
80,shoot,"shoot W",1,583,311,111,23,18,100,24,20,100,15,11
81,move,"move 23 20",2,586,303,103,23,18,100,23,20,100,15,11
82,move,"move 16 12",3,591,303,103,23,18,100,23,20,100,16,12
83,shoot,"shoot W",1,607,303,103,23,18,100,23,20,100,16,12
84,shoot,"shoot NW",2,623,303,103,23,18,100,23,20,100,16,12
