Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,move,"move 23 25",2,179,350,150,24,6,100,23,25,100,3,14
13,dig,"dig 4 13",3,186,350,150,24,6,100,23,25,100,3,14
14,move,"move 23 7",1,191,350,150,23,7,100,23,25,100,3,14
15,dig,"dig 23 24",2,198,350,150,23,7,100,23,25,100,3,14
16,move,"move 4 13",3,203,350,150,23,7,100,23,25,100,4,13
17,dig,"dig 23 8",1,210,350,150,23,7,100,23,25,100,4,13
18,move,"move 23 24",2,215,350,150,23,7,100,23,24,100,4,13
19,move,"move 5 12",3,220,350,150,23,7,100,23,24,100,5,12
20,move,"move 23 8",1,225,350,150,23,8,100,23,24,100,5,12
21,dig,"dig 23 23",2,232,350,150,23,8,100,23,24,100,5,12
22,move,"move 6 12",3,237,350,150,23,8,100,23,24,100,6,12
23,dig,"dig 23 9",1,244,350,150,23,8,100,23,24,100,6,12
24,move,"move 23 23",2,249,350,150,23,8,100,23,23,100,6,12
25,move,"move 7 12",3,254,350,150,23,8,100,23,23,100,7,12
26,move,"move 23 9",1,259,350,150,23,9,100,23,23,100,7,12
27,move,"move 22 22",2,264,350,150,23,9,100,22,22,100,7,12
28,snowball,"snowball 12 9",3,281,350,150,23,9,100,22,22,100,7,12
29,dig,"dig 22 10",1,288,350,150,23,9,100,22,22,100,7,12
30,move,"move 22 21",2,293,350,150,23,9,100,22,21,100,7,12
31,move,"move 8 12",3,298,350,150,23,9,100,22,21,100,8,12
32,move,"move 22 10",1,303,350,150,22,10,100,22,21,100,8,12
33,move,"move 21 20",2,308,350,150,22,10,100,21,20,100,8,12
34,snowball,"snowball 12 9",3,325,350,150,22,10,100,21,20,100,8,12
35,move,"move 22 11",1,330,350,150,22,11,100,21,20,100,8,12
36,banana,"banana 22 15",2,412,350,150,22,11,100,21,20,100,8,12
37,dig,"dig 9 13",3,419,350,150,22,11,100,21,20,100,8,12
38,dig,"dig 21 12",1,419,350,150,22,11,100,21,20,100,8,12
39,banana,"banana 22 15",2,459,350,150,22,11,100,21,20,100,8,12
40,snowball,"snowball 12 10",3,476,350,150,22,11,100,21,20,100,8,12
41,dig,"dig 21 12",1,476,350,150,22,11,100,21,20,100,8,12
42,banana,"banana 21 15",2,537,350,150,22,11,100,21,20,100,8,12
43,move,"move 9 13",3,542,350,150,22,11,100,21,20,100,9,13
44,dig,"dig 21 12",1,542,350,150,22,11,100,21,20,100,9,13
45,move,"move 21 19",2,541,330,150,22,11,100,21,19,80,9,13
46,move,"move 10 13",3,546,330,150,22,11,100,21,19,80,10,13
47,dig,"dig 21 12",1,546,330,150,22,11,100,21,19,80,10,13
48,move,"move 20 18",2,539,310,150,22,11,100,21,19,60,10,13
49,move,"move 11 13",3,544,310,150,22,11,100,21,19,60,11,13
50,dig,"dig 21 12",1,551,310,150,22,11,100,21,19,60,11,13
51,move,"move 20 18",2,549,290,150,22,11,100,20,18,40,11,13
52,shoot,"shoot NE",3,563,282,150,22,11,100,20,18,32,11,13
53,nothing,"nothing "Player chose to do nothing"",1,560,274,150,22,11,100,20,18,24,11,13
54,move,"move 11 12",3,565,274,150,22,11,100,20,18,24,11,12
55,move,"move 11 11",3,570,274,150,22,11,100,20,18,24,11,11
56,move,"move 11 10",3,575,274,150,22,11,100,20,18,24,11,10
57,dig,"dig 11 9",3,582,274,150,22,11,100,20,18,24,11,10
58,move,"move 11 9",3,587,274,150,22,11,100,20,18,24,11,9
59,nothing,"nothing "Player chose to do nothing"",1,587,274,150,22,11,100,20,18,24,11,9
60,nothing,"nothing "Player chose to do nothing"",2,587,274,150,22,11,100,20,18,24,11,9
61,nothing,"nothing "Player chose to do nothing"",3,587,274,150,22,11,100,20,18,24,11,9
62,nothing,"nothing "Player chose to do nothing"",1,587,274,150,22,11,100,20,18,24,11,9
63,nothing,"nothing "Player chose to do nothing"",2,587,274,150,22,11,100,20,18,24,11,9
64,nothing,"nothing "Player chose to do nothing"",3,587,274,150,22,11,100,20,18,24,11,9
65,nothing,"nothing "Player chose to do nothing"",1,587,274,150,22,11,100,20,18,24,11,9
66,nothing,"nothing "Player chose to do nothing"",2,587,274,150,22,11,100,20,18,24,11,9
67,nothing,"nothing "Player chose to do nothing"",3,587,274,150,22,11,100,20,18,24,11,9
68,nothing,"nothing "Player chose to do nothing"",1,587,274,150,22,11,100,20,18,24,11,9
69,nothing,"nothing "Player chose to do nothing"",2,587,274,150,22,11,100,20,18,24,11,9
70,nothing,"nothing "Player chose to do nothing"",3,587,274,150,22,11,100,20,18,24,11,9
