Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,move,"move 23 25",2,179,350,150,24,6,100,23,25,100,3,14
13,move,"move 4 13",3,184,350,150,24,6,100,23,25,100,4,13
14,move,"move 23 7",1,189,350,150,23,7,100,23,25,100,4,13
15,move,"move 23 24",2,194,350,150,23,7,100,23,24,100,4,13
16,dig,"dig 5 12",3,201,350,150,23,7,100,23,24,100,4,13
17,dig,"dig 23 8",1,208,350,150,23,7,100,23,24,100,4,13
18,move,"move 23 23",2,213,350,150,23,7,100,23,23,100,4,13
19,move,"move 5 12",3,218,350,150,23,7,100,23,23,100,5,12
20,move,"move 23 8",1,223,350,150,23,8,100,23,23,100,5,12
21,move,"move 22 22",2,228,350,150,23,8,100,22,22,100,5,12
22,nothing,"nothing "Player chose to do nothing"",3,228,350,150,23,8,100,22,22,100,5,12
23,nothing,"nothing "Player chose to do nothing"",1,228,350,150,23,8,100,22,22,100,5,12
24,nothing,"nothing "Player chose to do nothing"",2,228,350,150,23,8,100,22,22,100,5,12
25,nothing,"nothing "Player chose to do nothing"",3,228,350,150,23,8,100,22,22,100,5,12
26,nothing,"nothing "Player chose to do nothing"",1,228,350,150,23,8,100,22,22,100,5,12
27,nothing,"nothing "Player chose to do nothing"",2,228,350,150,23,8,100,22,22,100,5,12
28,nothing,"nothing "Player chose to do nothing"",3,228,350,150,23,8,100,22,22,100,5,12
29,nothing,"nothing "Player chose to do nothing"",1,228,350,150,23,8,100,22,22,100,5,12
30,banana,"banana 25 17",2,324,350,150,23,8,100,22,22,100,5,12
31,dig,"dig 6 12",3,331,350,150,23,8,100,22,22,100,5,12
32,dig,"dig 23 9",1,338,350,150,23,8,100,22,22,100,5,12
33,banana,"banana 24 17",2,406,350,150,23,8,100,22,22,100,5,12
34,move,"move 6 12",3,411,350,150,23,8,100,22,22,100,6,12
35,move,"move 23 9",1,416,350,150,23,9,100,22,22,100,6,12
36,banana,"banana 23 17",2,477,350,150,23,9,100,22,22,100,6,12
37,move,"move 7 12",3,482,350,150,23,9,100,22,22,100,7,12
38,dig,"dig 22 10",1,489,350,150,23,9,100,22,22,100,7,12
39,move,"move 22 21",2,494,350,150,23,9,100,22,21,100,7,12
40,dig,"dig 8 12",3,501,350,150,23,9,100,22,21,100,7,12
41,move,"move 22 10",1,506,350,150,22,10,100,22,21,100,7,12
42,dig,"dig 21 20",2,506,350,150,22,10,100,22,21,100,7,12
43,move,"move 8 12",3,511,350,150,22,10,100,22,21,100,8,12
44,dig,"dig 22 11",1,518,350,150,22,10,100,22,21,100,8,12
45,dig,"dig 21 20",2,525,350,150,22,10,100,22,21,100,8,12
46,snowball,"snowball 13 14",3,542,350,150,22,10,100,22,21,100,8,12
47,move,"move 22 11",1,547,350,150,22,11,100,22,21,100,8,12
48,move,"move 21 20",2,547,350,150,22,11,100,22,21,100,8,12
49,dig,"dig 9 13",3,554,350,150,22,11,100,22,21,100,8,12
50,dig,"dig 21 12",1,561,350,150,22,11,100,22,21,100,8,12
51,move,"move 21 20",2,566,350,150,22,11,100,21,20,100,8,12
52,snowball,"snowball 13 14",3,583,350,150,22,11,100,21,20,100,8,12
53,move,"move 21 12",1,588,350,150,21,12,100,21,20,100,8,12
54,dig,"dig 21 19",2,588,350,150,21,12,100,21,20,100,8,12
55,move,"move 9 13",3,593,350,150,21,12,100,21,20,100,9,13
56,dig,"dig 21 13",1,600,350,150,21,12,100,21,20,100,9,13
57,dig,"dig 21 19",2,605,342,142,21,12,100,21,20,100,9,13
58,snowball,"snowball 13 14",3,619,334,134,21,12,100,21,20,100,9,13
59,move,"move 21 13",1,621,326,126,21,13,100,21,20,100,9,13
60,move,"move 21 19",2,624,318,118,21,13,100,21,19,100,9,13
61,dig,"dig 10 13",3,628,310,110,21,13,100,21,19,100,9,13
62,shoot,"shoot S",1,644,310,110,21,13,100,21,19,100,9,13
63,shoot,"shoot N",2,660,310,110,21,13,100,21,19,100,9,13
64,move,"move 10 13",3,662,302,102,21,13,100,21,19,100,10,13
65,shoot,"shoot S",1,678,302,102,21,13,100,21,19,100,10,13
66,shoot,"shoot N",2,694,302,102,21,13,100,21,19,100,10,13
67,dig,"dig 11 13",3,699,294,102,21,13,92,21,19,100,10,13
68,shoot,"shoot S",1,712,286,94,21,13,92,21,19,100,10,13
69,shoot,"shoot N",2,728,286,94,21,13,92,21,19,100,10,13
70,move,"move 11 13",3,730,278,94,21,13,84,21,19,100,11,13
71,shoot,"shoot S",1,744,270,86,21,13,84,21,19,100,11,13
72,shoot,"shoot N",2,793,250,66,21,13,84,21,19,100,11,13
73,move,"move 12 14",3,795,242,58,21,13,84,21,19,100,12,14
74,shoot,"shoot S",1,805,222,58,21,13,84,21,19,80,12,14
75,dig,"dig 20 18",2,809,214,50,21,13,84,21,19,80,12,14
76,move,"move 13 14",3,810,201,50,21,13,84,21,19,67,13,14
77,shoot,"shoot S",1,823,193,42,21,13,84,21,19,67,13,14
78,move,"move 20 18",2,828,193,42,21,13,84,20,18,67,13,14
79,move,"move 14 14",3,830,185,34,21,13,84,20,18,67,14,14
80,shoot,"shoot S",1,846,185,34,21,13,84,20,18,67,14,14
81,move,"move 19 18",2,849,177,26,21,13,84,19,18,67,14,14
82,dig,"dig 15 15",3,856,177,26,21,13,84,19,18,67,14,14
83,shoot,"shoot S",1,869,169,18,21,13,84,19,18,67,14,14
84,move,"move 21 12",1,874,169,18,21,12,84,19,18,67,14,14
85,move,"move 21 11",1,876,161,10,21,11,84,19,18,67,14,14
86,dig,"dig 21 10",1,883,161,10,21,11,84,19,18,67,14,14
87,move,"move 21 10",1,886,153,2,21,10,84,19,18,67,14,14
88,dig,"dig 21 9",1,893,153,2,21,10,84,19,18,67,14,14
89,move,"move 18 18",2,897,151,-6,21,10,84,18,18,67,14,14
90,nothing,"nothing "Player chose to do nothing"",3,897,151,-6,21,10,84,18,18,67,14,14
