Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,dig,"dig 23 25",2,179,350,150,23,7,100,24,26,100,3,14
13,dig,"dig 4 13",3,186,350,150,23,7,100,24,26,100,3,14
14,dig,"dig 23 8",1,193,350,150,23,7,100,24,26,100,3,14
15,move,"move 23 25",2,198,350,150,23,7,100,23,25,100,3,14
16,move,"move 4 13",3,203,350,150,23,7,100,23,25,100,4,13
17,move,"move 23 8",1,208,350,150,23,8,100,23,25,100,4,13
18,move,"move 23 24",2,213,350,150,23,8,100,23,24,100,4,13
19,dig,"dig 5 12",3,220,350,150,23,8,100,23,24,100,4,13
20,dig,"dig 23 9",1,227,350,150,23,8,100,23,24,100,4,13
21,dig,"dig 23 23",2,234,350,150,23,8,100,23,24,100,4,13
22,move,"move 5 12",3,239,350,150,23,8,100,23,24,100,5,12
23,move,"move 23 9",1,244,350,150,23,9,100,23,24,100,5,12
24,move,"move 23 23",2,249,350,150,23,9,100,23,23,100,5,12
25,dig,"dig 6 12",3,256,350,150,23,9,100,23,23,100,5,12
26,move,"move 22 10",1,261,350,150,22,10,100,23,23,100,5,12
27,dig,"dig 22 22",2,268,350,150,22,10,100,23,23,100,5,12
28,move,"move 6 12",3,273,350,150,22,10,100,23,23,100,6,12
29,move,"move 22 11",1,278,350,150,22,11,100,23,23,100,6,12
30,move,"move 22 22",2,283,350,150,22,11,100,22,22,100,6,12
31,dig,"dig 7 12",3,290,350,150,22,11,100,22,22,100,6,12
32,dig,"dig 21 12",1,297,350,150,22,11,100,22,22,100,6,12
33,dig,"dig 22 21",2,304,350,150,22,11,100,22,22,100,6,12
34,move,"move 7 12",3,309,350,150,22,11,100,22,22,100,7,12
35,move,"move 21 12",1,314,350,150,21,12,100,22,22,100,7,12
36,move,"move 22 21",2,319,350,150,21,12,100,22,21,100,7,12
37,snowball,"snowball 12 11",3,336,350,150,21,12,100,22,21,100,7,12
38,dig,"dig 21 13",1,336,350,150,21,12,100,22,21,100,7,12
39,banana,"banana 24 16",2,432,350,150,21,12,100,22,21,100,7,12
40,dig,"dig 8 12",3,439,350,150,21,12,100,22,21,100,7,12
41,dig,"dig 21 13",1,439,350,150,21,12,100,22,21,100,7,12
42,banana,"banana 23 16",2,493,350,150,21,12,100,22,21,100,7,12
43,snowball,"snowball 12 12",3,510,350,150,21,12,100,22,21,100,7,12
44,dig,"dig 21 13",1,510,350,150,21,12,100,22,21,100,7,12
45,banana,"banana 23 16",2,550,350,150,21,12,100,22,21,100,7,12
46,move,"move 8 12",3,555,350,150,21,12,100,22,21,100,8,12
47,dig,"dig 21 13",1,555,350,150,21,12,100,22,21,100,8,12
48,dig,"dig 21 20",2,562,350,150,21,12,100,22,21,100,8,12
49,snowball,"snowball 12 12",3,579,350,150,21,12,100,22,21,100,8,12
50,dig,"dig 21 13",1,579,350,150,21,12,100,22,21,100,8,12
51,move,"move 21 20",2,584,350,150,21,12,100,21,20,100,8,12
52,move,"move 9 13",3,589,350,150,21,12,100,21,20,100,9,13
53,dig,"dig 21 13",1,589,350,150,21,12,100,21,20,100,9,13
54,dig,"dig 21 19",2,590,330,150,21,12,100,21,20,80,9,13
55,move,"move 10 13",3,592,322,150,21,12,100,21,20,72,10,13
56,dig,"dig 21 13",1,596,314,150,21,12,100,21,20,64,10,13
57,move,"move 21 19",2,599,306,150,21,12,100,21,19,56,10,13
58,shoot,"shoot E",3,612,298,150,21,12,100,21,19,48,10,13
59,move,"move 21 13",1,614,290,150,21,13,100,21,19,40,10,13
60,shoot,"shoot N",2,628,282,150,21,13,92,21,19,40,10,13
61,shoot,"shoot E",3,644,282,150,21,13,92,21,19,40,10,13
62,dig,"dig 20 14",1,644,262,150,21,13,92,21,19,20,10,13
63,shoot,"shoot N",2,657,254,150,21,13,84,21,19,20,10,13
64,shoot,"shoot E",3,673,254,150,21,13,84,21,19,20,10,13
65,move,"move 10 12",3,674,241,150,21,13,84,21,19,7,10,12
66,move,"move 20 14",1,676,233,150,20,14,76,21,19,7,10,12
67,shoot,"shoot N",2,692,233,150,20,14,76,21,19,7,10,12
68,move,"move 11 13",3,697,233,150,20,14,76,21,19,7,11,13
69,dig,"dig 19 15",1,702,225,150,20,14,68,21,19,7,11,13
70,shoot,"shoot N",2,718,225,150,20,14,68,21,19,7,11,13
71,dig,"dig 12 14",3,725,225,150,20,14,68,21,19,7,11,13
72,move,"move 19 15",1,727,217,150,19,15,60,21,19,7,11,13
73,shoot,"shoot N",2,783,217,150,19,15,60,21,19,7,11,13
74,move,"move 12 14",3,788,217,150,19,15,60,21,19,7,12,14
75,move,"move 19 16",1,796,227,160,19,16,60,21,19,7,12,14
76,dig,"dig 20 18",2,803,227,160,19,16,60,21,19,7,12,14
77,move,"move 13 14",3,806,219,152,19,16,60,21,19,7,13,14
78,shoot,"shoot W",1,822,219,152,19,16,60,21,19,7,13,14
79,move,"move 20 18",2,824,211,144,19,16,60,20,18,7,13,14
80,move,"move 14 14",3,829,211,144,19,16,60,20,18,7,14,14
81,shoot,"shoot SW",1,842,203,136,19,16,60,20,18,7,14,14
82,shoot,"shoot NW",2,856,195,128,19,16,60,20,18,7,14,14
83,move,"move 15 15",3,858,187,120,19,16,60,20,18,7,15,15
84,shoot,"shoot SW",1,871,179,112,19,16,60,20,18,7,15,15
85,shoot,"shoot NW",2,885,171,104,19,16,60,20,18,7,15,15
86,move,"move 16 16",3,887,163,96,19,16,60,20,18,7,16,16
87,shoot,"shoot SW",1,900,155,88,19,16,60,20,18,7,16,16
88,shoot,"shoot NW",2,914,147,80,19,16,60,20,18,7,16,16
89,shoot,"shoot E",3,927,139,72,19,16,60,20,18,7,16,16
90,shoot,"shoot SW",1,940,131,64,19,16,60,20,18,7,16,16
91,shoot,"shoot NW",2,954,123,56,19,16,60,20,18,7,16,16
92,shoot,"shoot E",3,967,115,48,19,16,60,20,18,7,16,16
93,shoot,"shoot SW",1,980,107,40,19,16,60,20,18,7,16,16
