Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,move,"move 23 25",2,179,350,150,24,6,100,23,25,100,3,14
13,move,"move 4 13",3,184,350,150,24,6,100,23,25,100,4,13
14,move,"move 23 7",1,189,350,150,23,7,100,23,25,100,4,13
15,dig,"dig 23 24",2,196,350,150,23,7,100,23,25,100,4,13
16,dig,"dig 5 12",3,203,350,150,23,7,100,23,25,100,4,13
17,dig,"dig 23 8",1,210,350,150,23,7,100,23,25,100,4,13
18,move,"move 23 24",2,215,350,150,23,7,100,23,24,100,4,13
19,move,"move 5 12",3,220,350,150,23,7,100,23,24,100,5,12
20,move,"move 23 8",1,225,350,150,23,8,100,23,24,100,5,12
21,dig,"dig 23 23",2,232,350,150,23,8,100,23,24,100,5,12
22,move,"move 6 12",3,237,350,150,23,8,100,23,24,100,6,12
23,dig,"dig 23 9",1,244,350,150,23,8,100,23,24,100,6,12
24,move,"move 23 23",2,249,350,150,23,8,100,23,23,100,6,12
25,move,"move 7 12",3,254,350,150,23,8,100,23,23,100,7,12
26,move,"move 23 9",1,259,350,150,23,9,100,23,23,100,7,12
27,move,"move 22 22",2,264,350,150,23,9,100,22,22,100,7,12
28,invalid,"invalid",3,260,350,150,23,9,100,22,22,100,7,12
29,dig,"dig 22 10",1,267,350,150,23,9,100,22,22,100,7,12
30,banana,"banana 25 17",2,328,350,150,23,9,100,22,22,100,7,12
31,dig,"dig 8 12",3,335,350,150,23,9,100,22,22,100,7,12
32,move,"move 22 10",1,340,350,150,22,10,100,22,22,100,7,12
33,banana,"banana 24 17",2,387,350,150,22,10,100,22,22,100,7,12
34,move,"move 8 12",3,392,350,150,22,10,100,22,22,100,8,12
35,move,"move 22 11",1,397,350,150,22,11,100,22,22,100,8,12
36,banana,"banana 23 17",2,458,350,150,22,11,100,22,22,100,8,12
37,snowball,"snowball 13 10",3,475,350,150,22,11,100,22,22,100,8,12
38,move,"move 21 12",1,480,350,150,21,12,100,22,22,100,8,12
39,move,"move 22 21",2,485,350,150,21,12,100,22,21,100,8,12
40,move,"move 9 13",3,490,350,150,21,12,100,22,21,100,9,13
41,move,"move 21 13",1,495,350,150,21,13,100,22,21,100,9,13
42,move,"move 21 20",2,495,350,150,21,13,100,22,21,100,9,13
43,snowball,"snowball 13 11",3,512,350,150,21,13,100,22,21,100,9,13
44,move,"move 20 14",1,517,350,150,20,14,100,22,21,100,9,13
45,move,"move 21 20",2,522,350,150,20,14,100,21,20,100,9,13
46,move,"move 10 13",3,527,350,150,20,14,100,21,20,100,10,13
47,move,"move 19 15",1,530,342,150,19,15,92,21,20,100,10,13
48,shoot,"shoot N",2,527,334,150,19,15,84,21,20,100,10,13
49,snowball,"snowball 13 11",3,541,326,150,19,15,76,21,20,100,10,13
50,move,"move 18 16",1,544,318,150,18,16,68,21,20,100,10,13
51,shoot,"shoot N",2,557,310,150,18,16,60,21,20,100,10,13
52,move,"move 11 13",3,562,310,150,18,16,60,21,20,100,11,13
53,invalid,"invalid",1,558,310,150,18,16,60,21,20,100,11,13
54,shoot,"shoot N",2,574,310,150,18,16,60,21,20,100,11,13
55,move,"move 12 14",3,576,302,142,18,16,60,21,20,100,12,14
56,invalid,"invalid",1,566,282,142,18,16,60,21,20,80,12,14
57,shoot,"shoot N",2,563,274,142,18,16,52,21,20,80,12,14
58,shoot,"shoot NE",3,576,266,134,18,16,52,21,20,80,12,14
59,invalid,"invalid",1,566,246,134,18,16,52,21,20,60,12,14
60,shoot,"shoot N",2,579,238,134,18,16,44,21,20,60,12,14
61,shoot,"shoot NE",3,592,230,126,18,16,44,21,20,60,12,14
62,invalid,"invalid",1,582,210,126,18,16,44,21,20,40,12,14
63,shoot,"shoot N",2,595,202,126,18,16,36,21,20,40,12,14
64,shoot,"shoot NE",3,608,194,118,18,16,36,21,20,40,12,14
65,invalid,"invalid",1,602,186,118,18,16,36,21,20,32,12,14
66,shoot,"shoot N",2,655,178,118,18,16,28,21,20,32,12,14
67,shoot,"shoot NE",3,668,170,110,18,16,28,21,20,32,12,14
68,invalid,"invalid",1,662,162,110,18,16,28,21,20,24,12,14
69,move,"move 12 13",3,664,154,102,18,16,28,21,20,24,12,13
70,invalid,"invalid",1,660,154,102,18,16,28,21,20,24,12,13
71,move,"move 12 12",3,662,146,94,18,16,28,21,20,24,12,12
72,invalid,"invalid",1,658,146,94,18,16,28,21,20,24,12,12
73,move,"move 12 11",3,661,138,86,18,16,28,21,20,24,12,11
74,invalid,"invalid",1,657,138,86,18,16,28,21,20,24,12,11
75,move,"move 21 19",2,659,130,78,18,16,28,21,19,24,12,11
76,dig,"dig 13 11",3,666,130,78,18,16,28,21,19,24,12,11
77,invalid,"invalid",1,659,122,70,18,16,28,21,19,24,12,11
78,move,"move 20 18",2,664,122,70,18,16,28,20,18,24,12,11
79,move,"move 13 11",3,667,114,62,18,16,28,20,18,24,13,11
80,invalid,"invalid",1,663,114,62,18,16,28,20,18,24,13,11
81,dig,"dig 19 18",2,667,106,54,18,16,28,20,18,24,13,11
82,move,"move 14 12",3,672,106,54,18,16,28,20,18,24,14,12
83,invalid,"invalid",1,665,98,54,18,16,20,20,18,24,14,12
84,shoot,"shoot W",2,681,98,54,18,16,20,20,18,24,14,12
85,dig,"dig 20 17",2,686,90,54,18,16,12,20,18,24,14,12
86,move,"move 20 17",2,691,90,54,18,16,12,20,17,24,14,12
87,dig,"dig 15 13",3,695,82,46,18,16,12,20,17,24,14,12
88,invalid,"invalid",1,688,74,38,18,16,12,20,17,24,14,12
89,move,"move 19 18",2,691,66,30,18,16,12,19,18,24,14,12
90,move,"move 15 13",3,693,58,22,18,16,12,19,18,24,15,13
91,invalid,"invalid",1,686,50,22,18,16,4,19,18,24,15,13
92,invalid,"invalid",2,680,42,14,18,16,4,19,18,24,15,13
93,move,"move 16 14",3,683,38,14,18,16,-4,19,18,24,16,14
94,invalid,"invalid",1,677,30,6,18,16,-4,19,18,24,16,14
