Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,dig,"dig 23 25",2,181,350,150,24,6,100,24,26,100,3,14
13,dig,"dig 4 13",3,188,350,150,24,6,100,24,26,100,3,14
14,move,"move 23 7",1,193,350,150,23,7,100,24,26,100,3,14
15,move,"move 23 25",2,198,350,150,23,7,100,23,25,100,3,14
16,move,"move 4 13",3,203,350,150,23,7,100,23,25,100,4,13
17,move,"move 23 8",1,208,350,150,23,8,100,23,25,100,4,13
18,dig,"dig 23 24",2,215,350,150,23,8,100,23,25,100,4,13
19,dig,"dig 5 12",3,222,350,150,23,8,100,23,25,100,4,13
20,move,"move 23 9",1,227,350,150,23,9,100,23,25,100,4,13
21,move,"move 23 24",2,232,350,150,23,9,100,23,24,100,4,13
22,move,"move 5 12",3,237,350,150,23,9,100,23,24,100,5,12
23,dig,"dig 22 10",1,244,350,150,23,9,100,23,24,100,5,12
24,dig,"dig 23 23",2,251,350,150,23,9,100,23,24,100,5,12
25,move,"move 6 12",3,256,350,150,23,9,100,23,24,100,6,12
26,move,"move 22 10",1,261,350,150,22,10,100,23,24,100,6,12
27,move,"move 23 23",2,266,350,150,22,10,100,23,23,100,6,12
28,move,"move 7 12",3,271,350,150,22,10,100,23,23,100,7,12
29,dig,"dig 22 11",1,278,350,150,22,10,100,23,23,100,7,12
30,dig,"dig 22 22",2,285,350,150,22,10,100,23,23,100,7,12
31,dig,"dig 8 12",3,292,350,150,22,10,100,23,23,100,7,12
32,move,"move 22 11",1,297,350,150,22,11,100,23,23,100,7,12
33,move,"move 22 22",2,302,350,150,22,11,100,22,22,100,7,12
34,move,"move 8 12",3,307,350,150,22,11,100,22,22,100,8,12
35,dig,"dig 21 12",1,314,350,150,22,11,100,22,22,100,8,12
36,banana,"banana 22 17",2,382,350,150,22,11,100,22,22,100,8,12
37,snowball,"snowball 13 12",3,399,350,150,22,11,100,22,22,100,8,12
38,move,"move 21 12",1,404,350,150,21,12,100,22,22,100,8,12
39,banana,"banana 22 17",2,404,350,150,21,12,100,22,22,100,8,12
40,dig,"dig 9 13",3,411,350,150,21,12,100,22,22,100,8,12
41,dig,"dig 21 13",1,418,350,150,21,12,100,22,22,100,8,12
42,banana,"banana 21 17",2,458,350,150,21,12,100,22,22,100,8,12
43,snowball,"snowball 13 13",3,475,350,150,21,12,100,22,22,100,8,12
44,move,"move 21 13",1,475,350,150,21,12,100,22,22,100,8,12
45,banana,"banana 21 17",2,515,350,150,21,12,100,22,22,100,8,12
46,move,"move 9 13",3,520,350,150,21,12,100,22,22,100,9,13
47,move,"move 21 13",1,520,350,150,21,12,100,22,22,100,9,13
48,move,"move 22 21",2,525,350,150,21,12,100,22,21,100,9,13
49,snowball,"snowball 13 14",3,542,350,150,21,12,100,22,21,100,9,13
50,move,"move 21 13",1,547,350,150,21,13,100,22,21,100,9,13
51,move,"move 21 20",2,547,350,150,21,13,100,22,21,100,9,13
52,dig,"dig 10 13",3,554,350,150,21,13,100,22,21,100,9,13
53,dig,"dig 20 14",1,561,350,150,21,13,100,22,21,100,9,13
54,move,"move 21 20",2,566,350,150,21,13,100,21,20,100,9,13
55,move,"move 10 13",3,571,350,150,21,13,100,21,20,100,10,13
56,move,"move 20 14",1,576,350,150,20,14,100,21,20,100,10,13
57,move,"move 21 19",2,575,330,130,20,14,100,21,19,100,10,13
58,dig,"dig 11 13",3,579,322,122,20,14,100,21,19,100,10,13
59,shoot,"shoot S",1,592,314,114,20,14,100,21,19,100,10,13
60,move,"move 20 18",2,595,306,106,20,14,100,20,18,100,10,13
61,move,"move 11 13",3,597,298,98,20,14,100,20,18,100,11,13
62,shoot,"shoot S",1,610,290,90,20,14,100,20,18,100,11,13
63,shoot,"shoot N",2,624,282,82,20,14,100,20,18,100,11,13
64,dig,"dig 12 14",3,631,282,82,20,14,100,20,18,100,11,13
65,shoot,"shoot S",1,640,262,82,20,14,100,20,18,80,11,13
66,shoot,"shoot N",2,693,254,74,20,14,100,20,18,80,11,13
67,move,"move 12 14",3,698,254,74,20,14,100,20,18,80,12,14
68,shoot,"shoot S",1,708,234,74,20,14,100,20,18,60,12,14
69,shoot,"shoot N",2,721,226,66,20,14,100,20,18,60,12,14
70,shoot,"shoot E",3,734,218,66,20,14,100,20,18,52,12,14
71,shoot,"shoot S",1,748,210,58,20,14,100,20,18,52,12,14
72,shoot,"shoot N",2,761,202,58,20,14,100,20,18,44,12,14
73,shoot,"shoot E",3,774,194,50,20,14,100,20,18,44,12,14
74,shoot,"shoot S",1,788,186,50,20,14,100,20,18,36,12,14
75,shoot,"shoot N",2,801,178,42,20,14,100,20,18,36,12,14
76,shoot,"shoot E",3,814,170,42,20,14,100,20,18,28,12,14
77,shoot,"shoot S",1,828,162,34,20,14,100,20,18,28,12,14
78,shoot,"shoot N",2,841,154,34,20,14,100,20,18,20,12,14
79,shoot,"shoot E",3,854,146,26,20,14,100,20,18,20,12,14
80,shoot,"shoot S",1,868,138,26,20,14,100,20,18,12,12,14
81,shoot,"shoot N",2,881,130,18,20,14,100,20,18,12,12,14
82,shoot,"shoot E",3,894,122,18,20,14,100,20,18,4,12,14
83,shoot,"shoot S",1,908,114,10,20,14,100,20,18,4,12,14
84,shoot,"shoot N",2,922,110,10,20,14,100,20,18,-4,12,14
85,shoot,"shoot S",1,936,102,2,20,14,100,20,18,-4,12,14
86,shoot,"shoot N",2,952,102,2,20,14,100,20,18,-4,12,14
87,shoot,"shoot S",1,967,100,-6,20,14,100,20,18,-4,12,14
88,shoot,"shoot N",2,983,100,-6,20,14,100,20,18,-4,12,14
89,shoot,"shoot N",2,996,92,-6,20,14,92,20,18,-4,12,14
90,shoot,"shoot N",2,1012,92,-6,20,14,92,20,18,-4,12,14
91,shoot,"shoot N",2,1026,84,-6,20,14,84,20,18,-4,12,14
92,shoot,"shoot N",2,1082,84,-6,20,14,84,20,18,-4,12,14
