Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,17
12,move,"move 11 7",2,179,350,150,10,26,100,11,7,100,29,17
13,move,"move 28 17",3,184,350,150,10,26,100,11,7,100,28,17
14,move,"move 11 25",1,189,350,150,11,25,100,11,7,100,28,17
15,move,"move 12 8",2,194,350,150,11,25,100,12,8,100,28,17
16,dig,"dig 27 17",3,201,350,150,11,25,100,12,8,100,28,17
17,move,"move 12 24",1,206,350,150,12,24,100,12,8,100,28,17
18,move,"move 13 9",2,211,350,150,12,24,100,13,9,100,28,17
19,move,"move 27 17",3,216,350,150,12,24,100,13,9,100,27,17
20,move,"move 13 23",1,221,350,150,13,23,100,13,9,100,27,17
21,dig,"dig 14 10",2,228,350,150,13,23,100,13,9,100,27,17
22,dig,"dig 26 17",3,235,350,150,13,23,100,13,9,100,27,17
23,move,"move 14 22",1,240,350,150,14,22,100,13,9,100,27,17
