Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,nothing,"nothing "Player chose to do nothing"",2,172,350,150,23,7,100,24,26,100,3,14
13,nothing,"nothing "Player chose to do nothing"",3,172,350,150,23,7,100,24,26,100,3,14
14,nothing,"nothing "Player chose to do nothing"",1,172,350,150,23,7,100,24,26,100,3,14
15,nothing,"nothing "Player chose to do nothing"",2,172,350,150,23,7,100,24,26,100,3,14
16,nothing,"nothing "Player chose to do nothing"",3,172,350,150,23,7,100,24,26,100,3,14
17,nothing,"nothing "Player chose to do nothing"",1,172,350,150,23,7,100,24,26,100,3,14
18,nothing,"nothing "Player chose to do nothing"",2,172,350,150,23,7,100,24,26,100,3,14
19,nothing,"nothing "Player chose to do nothing"",3,172,350,150,23,7,100,24,26,100,3,14
20,nothing,"nothing "Player chose to do nothing"",1,172,350,150,23,7,100,24,26,100,3,14
21,nothing,"nothing "Player chose to do nothing"",2,172,350,150,23,7,100,24,26,100,3,14
22,nothing,"nothing "Player chose to do nothing"",3,172,350,150,23,7,100,24,26,100,3,14
23,nothing,"nothing "Player chose to do nothing"",1,172,350,150,23,7,100,24,26,100,3,14
