Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,17
12,move,"move 11 7",2,179,350,150,10,26,100,11,7,100,29,17
13,move,"move 28 17",3,184,350,150,10,26,100,11,7,100,28,17
14,move,"move 11 25",1,189,350,150,11,25,100,11,7,100,28,17
15,dig,"dig 12 8",2,196,350,150,11,25,100,11,7,100,28,17
16,dig,"dig 27 17",3,203,350,150,11,25,100,11,7,100,28,17
17,move,"move 12 24",1,208,350,150,12,24,100,11,7,100,28,17
18,move,"move 12 8",2,213,350,150,12,24,100,12,8,100,28,17
19,move,"move 27 17",3,218,350,150,12,24,100,12,8,100,27,17
20,move,"move 13 23",1,223,350,150,13,23,100,12,8,100,27,17
21,dig,"dig 13 9",2,230,350,150,13,23,100,12,8,100,27,17
22,dig,"dig 26 17",3,237,350,150,13,23,100,12,8,100,27,17
23,dig,"dig 14 22",1,244,350,150,13,23,100,12,8,100,27,17
24,move,"move 13 9",2,249,350,150,13,23,100,13,9,100,27,17
25,move,"move 26 17",3,254,350,150,13,23,100,13,9,100,26,17
26,move,"move 14 22",1,259,350,150,14,22,100,13,9,100,26,17
27,move,"move 14 10",2,264,350,150,14,22,100,14,10,100,26,17
28,move,"move 25 17",3,269,350,150,14,22,100,14,10,100,25,17
29,move,"move 15 21",1,274,350,150,15,21,100,14,10,100,25,17
30,move,"move 14 11",2,279,350,150,15,21,100,14,11,100,25,17
31,snowball,"snowball 22 21",3,296,350,150,15,21,100,14,11,100,25,17
32,move,"move 16 20",1,301,350,150,16,20,100,14,11,100,25,17
33,dig,"dig 14 12",2,308,350,150,16,20,100,14,11,100,25,17
34,move,"move 24 17",3,313,350,150,16,20,100,14,11,100,24,17
35,dig,"dig 17 19",1,320,350,150,16,20,100,14,11,100,24,17
36,banana,"banana 10 13",2,409,350,150,16,20,100,14,11,100,24,17
37,snowball,"snowball 21 20",3,426,350,150,16,20,100,14,11,100,24,17
38,move,"move 17 19",1,431,350,150,17,19,100,14,11,100,24,17
39,banana,"banana 11 13",2,478,350,150,17,19,100,14,11,100,24,17
40,move,"move 23 17",3,483,350,150,17,19,100,14,11,100,23,17
41,move,"move 18 18",1,488,350,150,18,18,100,14,11,100,23,17
42,banana,"banana 12 14",2,549,350,150,18,18,100,14,11,100,23,17
43,snowball,"snowball 21 19",3,566,350,150,18,18,100,14,11,100,23,17
44,shoot,"shoot SW",3,582,350,150,18,18,100,14,11,100,23,17
45,shoot,"shoot SW",3,598,350,150,18,18,100,14,11,100,23,17
46,shoot,"shoot SW",3,614,350,150,18,18,100,14,11,100,23,17
47,shoot,"shoot SW",3,630,350,150,18,18,100,14,11,100,23,17
48,shoot,"shoot SW",3,646,350,150,18,18,100,14,11,100,23,17
49,move,"move 18 17",1,655,360,160,18,17,100,14,11,100,23,17
50,move,"move 14 12",2,660,360,160,18,17,100,14,12,100,23,17
51,shoot,"shoot SW",3,662,360,160,18,17,100,14,12,100,23,17
52,dig,"dig 17 16",1,669,360,160,18,17,100,14,12,100,23,17
53,dig,"dig 14 13",2,676,360,160,18,17,100,14,12,100,23,17
54,move,"move 22 16",3,681,360,160,18,17,100,14,12,100,22,16
