Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,dig,"dig 23 25",2,181,350,150,24,6,100,24,26,100,3,14
13,move,"move 4 13",3,186,350,150,24,6,100,24,26,100,4,13
14,move,"move 23 7",1,191,350,150,23,7,100,24,26,100,4,13
15,move,"move 23 25",2,196,350,150,23,7,100,23,25,100,4,13
16,dig,"dig 5 12",3,203,350,150,23,7,100,23,25,100,4,13
17,dig,"dig 23 8",1,210,350,150,23,7,100,23,25,100,4,13
18,dig,"dig 23 24",2,217,350,150,23,7,100,23,25,100,4,13
19,move,"move 5 12",3,222,350,150,23,7,100,23,25,100,5,12
20,move,"move 23 8",1,227,350,150,23,8,100,23,25,100,5,12
21,move,"move 23 24",2,232,350,150,23,8,100,23,24,100,5,12
22,move,"move 6 12",3,237,350,150,23,8,100,23,24,100,6,12
23,move,"move 23 9",1,242,350,150,23,9,100,23,24,100,6,12
24,move,"move 23 23",2,247,350,150,23,9,100,23,23,100,6,12
25,move,"move 7 12",3,252,350,150,23,9,100,23,23,100,7,12
26,move,"move 22 10",1,257,350,150,22,10,100,23,23,100,7,12
27,move,"move 22 22",2,262,350,150,22,10,100,22,22,100,7,12
28,move,"move 8 12",3,267,350,150,22,10,100,22,22,100,8,12
29,dig,"dig 22 11",1,274,350,150,22,10,100,22,22,100,8,12
30,move,"move 22 21",2,279,350,150,22,10,100,22,21,100,8,12
31,move,"move 9 13",3,284,350,150,22,10,100,22,21,100,9,13
32,move,"move 22 11",1,289,350,150,22,11,100,22,21,100,9,13
33,move,"move 21 20",2,289,350,150,22,11,100,22,21,100,9,13
34,move,"move 10 13",3,294,350,150,22,11,100,22,21,100,10,13
35,move,"move 21 12",1,299,350,150,21,12,100,22,21,100,10,13
36,move,"move 21 20",2,298,330,150,21,12,100,21,20,80,10,13
37,move,"move 11 13",3,303,330,150,21,12,100,21,20,80,11,13
38,move,"move 21 13",1,308,330,150,21,13,100,21,20,80,11,13
39,move,"move 21 19",2,301,310,150,21,13,100,21,20,60,11,13
40,move,"move 12 14",3,306,310,150,21,13,100,21,20,60,12,14
41,move,"move 20 14",1,311,310,150,20,14,100,21,20,60,12,14
42,move,"move 21 19",2,309,290,150,20,14,100,21,19,40,12,14
43,move,"move 13 14",3,314,290,150,20,14,100,21,19,40,13,14
44,dig,"dig 19 15",1,319,282,150,20,14,92,21,19,40,13,14
45,dig,"dig 20 18",2,316,274,150,20,14,84,21,19,40,13,14
46,move,"move 14 14",3,318,266,150,20,14,76,21,19,40,14,14
47,move,"move 19 15",1,321,258,150,19,15,68,21,19,40,14,14
48,dig,"dig 20 18",2,325,250,150,19,15,60,21,19,40,14,14
49,move,"move 15 15",3,330,250,150,19,15,60,21,19,40,15,15
50,dig,"dig 18 16",1,337,250,150,19,15,60,21,19,40,15,15
51,move,"move 20 18",2,342,250,150,19,15,60,20,18,40,15,15
52,dig,"dig 16 16",3,349,250,150,19,15,60,20,18,40,15,15
53,move,"move 18 16",1,354,250,150,18,16,60,20,18,40,15,15
54,dig,"dig 19 18",2,361,250,150,18,16,60,20,18,40,15,15
55,move,"move 16 16",3,363,242,142,18,16,60,20,18,40,16,16
56,move,"move 17 17",1,368,242,142,17,17,60,20,18,40,16,16
57,move,"move 19 18",2,373,242,142,17,17,60,19,18,40,16,16
58,move,"move 16 15",3,376,234,134,17,17,60,19,18,40,16,15
59,move,"move 16 16",1,378,226,134,16,16,60,19,18,32,16,15
60,move,"move 18 18",2,383,226,134,16,16,60,18,18,32,16,15
61,move,"move 17 15",3,388,226,134,16,16,60,18,18,32,17,15
62,move,"move 16 15",1,393,226,134,16,15,60,18,18,32,17,15
63,move,"move 17 17",2,398,226,134,16,15,60,17,17,32,17,15
64,move,"move 16 16",3,400,218,126,16,15,60,17,17,32,16,16
65,move,"move 17 15",1,403,210,126,17,15,60,17,17,24,16,16
66,move,"move 17 16",2,408,210,126,17,15,60,17,16,24,16,16
67,move,"move 16 15",3,410,202,126,17,15,52,17,16,24,16,15
68,move,"move 16 16",1,415,202,126,16,16,52,17,16,24,16,15
69,move,"move 17 15",2,420,202,126,16,16,52,17,15,24,16,15
70,move,"move 17 16",3,422,194,126,16,16,52,17,15,16,17,16
71,move,"move 16 15",1,425,186,118,16,15,52,17,15,16,17,16
72,move,"move 16 16",2,430,186,118,16,15,52,16,16,16,17,16
73,move,"move 17 15",3,432,178,110,16,15,52,16,16,16,17,15
74,move,"move 17 16",1,434,170,110,17,16,52,16,16,8,17,15
75,move,"move 16 15",2,437,162,110,17,16,52,16,15,0,17,15
76,move,"move 16 16",1,439,154,110,16,16,44,16,15,0,17,15
77,move,"move 17 16",2,444,154,110,16,16,44,17,16,0,17,15
78,move,"move 16 15",1,449,154,110,16,15,44,17,16,0,17,15
79,move,"move 16 16",2,451,146,102,16,15,44,16,16,0,17,15
80,move,"move 17 16",1,456,146,102,17,16,44,16,16,0,17,15
81,move,"move 16 15",2,461,146,102,17,16,44,16,15,0,17,15
82,move,"move 16 16",1,464,138,102,16,16,36,16,15,0,17,15
83,move,"move 17 16",2,469,138,102,16,16,36,17,16,0,17,15
84,move,"move 16 15",1,471,130,102,16,15,28,17,16,0,17,15
85,move,"move 16 16",2,473,122,94,16,15,28,16,16,0,17,15
86,move,"move 17 16",1,478,122,94,17,16,28,16,16,0,17,15
87,move,"move 16 15",2,481,114,86,17,16,28,16,15,0,17,15
88,move,"move 16 16",1,483,106,86,16,16,20,16,15,0,17,15
89,move,"move 17 16",2,488,106,86,16,16,20,17,16,0,17,15
90,move,"move 16 15",1,490,98,86,16,15,12,17,16,0,17,15
91,move,"move 16 16",2,493,90,78,16,15,12,16,16,0,17,15
92,move,"move 17 16",1,498,90,78,17,16,12,16,16,0,17,15
93,move,"move 16 15",2,500,82,70,17,16,12,16,15,0,17,15
94,move,"move 16 16",1,502,74,70,16,16,4,16,15,0,17,15
95,move,"move 17 16",2,507,74,70,16,16,4,17,16,0,17,15
