Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 25 5",1,121,350,150,25,5,100,24,28,100,1,16
3,move,"move 25 27",2,126,350,150,25,5,100,25,27,100,1,16
4,move,"move 1 15",3,131,350,150,25,5,100,25,27,100,1,15
5,dig,"dig 26 6",1,138,350,150,25,5,100,25,27,100,1,15
6,dig,"dig 26 26",2,145,350,150,25,5,100,25,27,100,1,15
7,dig,"dig 2 14",3,152,350,150,25,5,100,25,27,100,1,15
8,move,"move 26 6",1,157,350,150,26,6,100,25,27,100,1,15
9,move,"move 26 26",2,162,350,150,26,6,100,26,26,100,1,15
10,move,"move 2 14",3,167,350,150,26,6,100,26,26,100,2,14
11,move,"move 27 7",1,172,350,150,27,7,100,26,26,100,2,14
12,dig,"dig 26 25",2,179,350,150,27,7,100,26,26,100,2,14
13,dig,"dig 3 13",3,186,350,150,27,7,100,26,26,100,2,14
14,move,"move 28 8",1,191,350,150,28,8,100,26,26,100,2,14
15,move,"move 26 25",2,196,350,150,28,8,100,26,25,100,2,14
16,dig,"dig 2 13",3,203,350,150,28,8,100,26,25,100,2,14
17,dig,"dig 29 9",1,210,350,150,28,8,100,26,25,100,2,14
18,move,"move 26 24",2,215,350,150,28,8,100,26,24,100,2,14
19,move,"move 2 13",3,220,350,150,28,8,100,26,24,100,2,13
20,move,"move 29 9",1,225,350,150,29,9,100,26,24,100,2,13
21,dig,"dig 26 23",2,232,350,150,29,9,100,26,24,100,2,13
22,move,"move 3 12",3,237,350,150,29,9,100,26,24,100,3,12
23,dig,"dig 30 10",1,244,350,150,29,9,100,26,24,100,3,12
24,move,"move 26 23",2,249,350,150,29,9,100,26,23,100,3,12
25,move,"move 4 11",3,254,350,150,29,9,100,26,23,100,4,11
26,move,"move 30 10",1,259,350,150,30,10,100,26,23,100,4,11
27,invalid,"invalid",2,255,350,150,30,10,100,26,23,100,4,11
28,move,"move 5 10",3,260,350,150,30,10,100,26,23,100,5,10
29,dig,"dig 29 11",1,267,350,150,30,10,100,26,23,100,5,10
30,invalid,"invalid",2,263,350,150,30,10,100,26,23,100,5,10
31,move,"move 6 9",3,268,350,150,30,10,100,26,23,100,6,9
32,move,"move 30 11",1,273,350,150,30,11,100,26,23,100,6,9
33,invalid,"invalid",2,269,350,150,30,11,100,26,23,100,6,9
34,dig,"dig 7 8",3,276,350,150,30,11,100,26,23,100,6,9
35,move,"move 30 12",1,281,350,150,30,12,100,26,23,100,6,9
36,invalid,"invalid",2,277,350,150,30,12,100,26,23,100,6,9
37,move,"move 7 8",3,282,350,150,30,12,100,26,23,100,7,8
38,dig,"dig 29 13",1,289,350,150,30,12,100,26,23,100,7,8
39,invalid,"invalid",2,285,350,150,30,12,100,26,23,100,7,8
40,dig,"dig 8 8",3,292,350,150,30,12,100,26,23,100,7,8
41,move,"move 29 13",1,297,350,150,29,13,100,26,23,100,7,8
42,invalid,"invalid",2,293,350,150,29,13,100,26,23,100,7,8
43,dig,"dig 8 9",3,300,350,150,29,13,100,26,23,100,7,8
44,move,"move 28 14",1,305,350,150,28,14,100,26,23,100,7,8
45,dig,"dig 25 22",2,312,350,150,28,14,100,26,23,100,7,8
46,move,"move 8 9",3,317,350,150,28,14,100,26,23,100,8,9
47,move,"move 27 15",1,322,350,150,27,15,100,26,23,100,8,9
48,dig,"dig 26 22",2,329,350,150,27,15,100,26,23,100,8,9
49,dig,"dig 9 10",3,336,350,150,27,15,100,26,23,100,8,9
50,dig,"dig 26 16",1,343,350,150,27,15,100,26,23,100,8,9
51,move,"move 26 22",2,348,350,150,27,15,100,26,22,100,8,9
52,move,"move 9 10",3,353,350,150,27,15,100,26,22,100,9,10
53,move,"move 26 16",1,358,350,150,26,16,100,26,22,100,9,10
54,dig,"dig 25 21",2,365,350,150,26,16,100,26,22,100,9,10
55,snowball,"snowball 13 13",3,382,350,150,26,16,100,26,22,100,9,10
56,move,"move 25 17",1,387,350,150,25,17,100,26,22,100,9,10
57,move,"move 25 21",2,392,350,150,25,17,100,25,21,100,9,10
58,dig,"dig 10 10",3,399,350,150,25,17,100,25,21,100,9,10
59,move,"move 24 18",1,404,350,150,24,18,100,25,21,100,9,10
60,dig,"dig 25 20",2,411,350,150,24,18,100,25,21,100,9,10
61,dig,"dig 10 11",3,418,350,150,24,18,100,25,21,100,9,10
62,move,"move 23 17",1,423,350,150,23,17,100,25,21,100,9,10
63,move,"move 25 20",2,428,350,150,23,17,100,25,20,100,9,10
64,move,"move 10 11",3,433,350,150,23,17,100,25,20,100,10,11
65,dig,"dig 22 17",1,433,350,150,23,17,100,25,20,100,10,11
66,move,"move 24 19",2,438,350,150,23,17,100,24,19,100,10,11
67,dig,"dig 11 11",3,445,350,150,23,17,100,24,19,100,10,11
68,dig,"dig 22 18",1,445,350,150,23,17,100,24,19,100,10,11
69,banana,"banana 20 16",2,527,350,150,23,17,100,24,19,100,10,11
70,move,"move 11 12",3,532,350,150,23,17,100,24,19,100,11,12
71,dig,"dig 22 18",1,532,350,150,23,17,100,24,19,100,11,12
72,banana,"banana 20 16",2,572,350,150,23,17,100,24,19,100,11,12
73,move,"move 12 12",3,577,350,150,23,17,100,24,19,100,12,12
74,dig,"dig 22 18",1,577,350,150,23,17,100,24,19,100,12,12
75,banana,"banana 21 17",2,643,343,143,23,17,100,24,19,100,12,12
76,dig,"dig 13 13",3,650,343,143,23,17,100,24,19,100,12,12
77,shoot,"shoot W",1,647,335,135,23,17,100,24,19,100,12,12
78,move,"move 23 19",2,650,327,127,23,17,100,23,19,100,12,12
79,move,"move 13 13",3,652,319,119,23,17,100,23,19,100,13,13
80,shoot,"shoot W",1,649,311,111,23,17,100,23,19,100,13,13
81,shoot,"shoot NW",2,663,303,103,23,17,100,23,19,100,13,13
82,snowball,"snowball 17 16",3,680,303,103,23,17,100,23,19,100,13,13
83,shoot,"shoot W",1,696,303,103,23,17,100,23,19,100,13,13
