Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,17
12,move,"move 11 7",2,179,350,150,10,26,100,11,7,100,29,17
13,move,"move 28 17",3,184,350,150,10,26,100,11,7,100,28,17
14,move,"move 11 25",1,189,350,150,11,25,100,11,7,100,28,17
15,dig,"dig 12 8",2,196,350,150,11,25,100,11,7,100,28,17
16,move,"move 27 17",3,201,350,150,11,25,100,11,7,100,27,17
17,dig,"dig 12 24",1,208,350,150,11,25,100,11,7,100,27,17
18,move,"move 12 8",2,213,350,150,11,25,100,12,8,100,27,17
19,dig,"dig 26 17",3,220,350,150,11,25,100,12,8,100,27,17
20,move,"move 12 24",1,225,350,150,12,24,100,12,8,100,27,17
21,move,"move 13 9",2,230,350,150,12,24,100,13,9,100,27,17
22,move,"move 26 17",3,235,350,150,12,24,100,13,9,100,26,17
23,move,"move 13 23",1,240,350,150,13,23,100,13,9,100,26,17
24,dig,"dig 14 10",2,247,350,150,13,23,100,13,9,100,26,17
25,snowball,"snowball 26 21",3,264,350,150,13,23,100,13,9,100,26,17
26,move,"move 14 22",1,269,350,150,14,22,100,13,9,100,26,17
27,move,"move 14 10",2,274,350,150,14,22,100,14,10,100,26,17
28,dig,"dig 25 17",3,281,350,150,14,22,100,14,10,100,26,17
29,move,"move 15 21",1,286,350,150,15,21,100,14,10,100,26,17
30,dig,"dig 14 11",2,293,350,150,15,21,100,14,10,100,26,17
31,snowball,"snowball 26 21",3,310,350,150,15,21,100,14,10,100,26,17
32,shoot,"shoot S",3,326,350,150,15,21,100,14,10,100,26,17
33,shoot,"shoot S",3,342,350,150,15,21,100,14,10,100,26,17
34,shoot,"shoot S",3,358,350,150,15,21,100,14,10,100,26,17
35,shoot,"shoot S",3,374,350,150,15,21,100,14,10,100,26,17
36,shoot,"shoot S",3,390,350,150,15,21,100,14,10,100,26,17
37,move,"move 16 20",1,395,350,150,16,20,100,14,10,100,26,17
38,move,"move 14 11",2,400,350,150,16,20,100,14,11,100,26,17
39,snowball,"snowball 26 20",3,417,350,150,16,20,100,14,11,100,26,17
40,move,"move 17 19",1,422,350,150,17,19,100,14,11,100,26,17
41,move,"move 14 12",2,427,350,150,17,19,100,14,12,100,26,17
42,shoot,"shoot S",3,443,350,150,17,19,100,14,12,100,26,17
43,move,"move 18 18",1,448,350,150,18,18,100,14,12,100,26,17
44,move,"move 14 13",2,453,350,150,18,18,100,14,13,100,26,17
45,shoot,"shoot S",3,469,350,150,18,18,100,14,13,100,26,17
46,move,"move 18 17",1,478,360,160,18,17,100,14,13,100,26,17
47,move,"move 14 14",2,483,360,160,18,17,100,14,14,100,26,17
48,shoot,"shoot S",3,485,360,160,18,17,100,14,14,100,26,17
49,move,"move 17 16",1,490,360,160,17,16,100,14,14,100,26,17
50,move,"move 14 15",2,498,370,160,17,16,110,14,15,100,26,17
51,shoot,"shoot E",3,500,370,160,17,16,110,14,15,100,26,17
52,move,"move 18 15",1,505,370,160,18,15,110,14,15,100,26,17
53,dig,"dig 15 14",2,512,370,160,18,15,110,14,15,100,26,17
54,shoot,"shoot NE",3,514,370,160,18,15,110,14,15,100,26,17
