Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 16",3,131,350,150,9,27,100,9,5,100,30,16
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,16
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,16
7,dig,"dig 29 16",3,152,350,150,9,27,100,9,5,100,30,16
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,16
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,16
10,move,"move 29 16",3,167,350,150,10,26,100,10,6,100,29,16
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,16
12,dig,"dig 11 7",2,181,350,150,10,26,100,10,6,100,29,16
13,move,"move 28 16",3,186,350,150,10,26,100,10,6,100,28,16
14,move,"move 11 25",1,191,350,150,11,25,100,10,6,100,28,16
15,move,"move 11 7",2,196,350,150,11,25,100,11,7,100,28,16
16,move,"move 27 16",3,201,350,150,11,25,100,11,7,100,27,16
17,dig,"dig 12 24",1,208,350,150,11,25,100,11,7,100,27,16
18,dig,"dig 12 8",2,215,350,150,11,25,100,11,7,100,27,16
19,move,"move 26 16",3,220,350,150,11,25,100,11,7,100,26,16
20,move,"move 12 24",1,225,350,150,12,24,100,11,7,100,26,16
21,move,"move 12 8",2,230,350,150,12,24,100,12,8,100,26,16
22,move,"move 25 16",3,235,350,150,12,24,100,12,8,100,25,16
23,move,"move 13 23",1,240,350,150,13,23,100,12,8,100,25,16
24,dig,"dig 13 9",2,247,350,150,13,23,100,12,8,100,25,16
25,move,"move 24 16",3,252,350,150,13,23,100,12,8,100,24,16
26,move,"move 13 22",1,257,350,150,13,22,100,12,8,100,24,16
27,move,"move 13 9",2,262,350,150,13,22,100,13,9,100,24,16
28,move,"move 23 16",3,267,350,150,13,22,100,13,9,100,23,16
29,dig,"dig 13 21",1,274,350,150,13,22,100,13,9,100,23,16
30,move,"move 13 10",2,279,350,150,13,22,100,13,10,100,23,16
31,dig,"dig 22 16",3,286,350,150,13,22,100,13,10,100,23,16
32,move,"move 13 21",1,291,350,150,13,21,100,13,10,100,23,16
33,move,"move 13 11",2,291,350,150,13,21,100,13,10,100,23,16
34,move,"move 22 16",3,296,350,150,13,21,100,13,10,100,22,16
35,dig,"dig 13 20",1,303,350,150,13,21,100,13,10,100,22,16
36,move,"move 13 11",2,308,350,150,13,21,100,13,11,100,22,16
37,dig,"dig 21 16",3,315,350,150,13,21,100,13,11,100,22,16
38,move,"move 13 20",1,320,350,150,13,20,100,13,11,100,22,16
39,move,"move 13 12",2,320,350,150,13,20,100,13,11,100,22,16
40,move,"move 21 16",3,325,350,150,13,20,100,13,11,100,21,16
41,dig,"dig 13 19",1,332,350,150,13,20,100,13,11,100,21,16
42,move,"move 13 12",2,337,350,150,13,20,100,13,12,100,21,16
43,dig,"dig 20 16",3,344,350,150,13,20,100,13,12,100,21,16
44,move,"move 13 19",1,349,350,150,13,19,100,13,12,100,21,16
45,move,"move 13 13",2,349,350,150,13,19,100,13,12,100,21,16
46,move,"move 20 16",3,354,350,150,13,19,100,13,12,100,20,16
47,move,"move 13 18",1,359,350,150,13,18,100,13,12,100,20,16
48,move,"move 13 13",2,364,350,150,13,18,100,13,13,100,20,16
49,move,"move 19 16",3,373,360,150,13,18,100,13,13,110,19,16
50,move,"move 13 17",1,378,360,150,13,17,100,13,13,110,19,16
51,move,"move 13 14",2,383,360,150,13,17,100,13,14,110,19,16
52,dig,"dig 18 16",3,390,360,150,13,17,100,13,14,110,19,16
53,move,"move 13 16",1,398,370,160,13,16,100,13,14,110,19,16
54,move,"move 14 13",2,403,370,160,13,16,100,14,13,110,19,16
55,dig,"dig 20 15",3,410,370,160,13,16,100,14,13,110,19,16
