Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 25 5",1,121,350,150,25,5,100,24,28,100,1,16
3,move,"move 25 27",2,126,350,150,25,5,100,25,27,100,1,16
4,move,"move 1 15",3,131,350,150,25,5,100,25,27,100,1,15
5,dig,"dig 26 6",1,138,350,150,25,5,100,25,27,100,1,15
6,dig,"dig 26 26",2,145,350,150,25,5,100,25,27,100,1,15
7,dig,"dig 2 14",3,152,350,150,25,5,100,25,27,100,1,15
8,move,"move 26 6",1,157,350,150,26,6,100,25,27,100,1,15
9,move,"move 26 26",2,162,350,150,26,6,100,26,26,100,1,15
10,move,"move 2 14",3,167,350,150,26,6,100,26,26,100,2,14
11,dig,"dig 27 7",1,174,350,150,26,6,100,26,26,100,2,14
12,dig,"dig 26 25",2,181,350,150,26,6,100,26,26,100,2,14
13,move,"move 3 13",3,186,350,150,26,6,100,26,26,100,3,13
14,move,"move 27 7",1,191,350,150,27,7,100,26,26,100,3,13
15,move,"move 26 25",2,196,350,150,27,7,100,26,25,100,3,13
16,move,"move 4 12",3,201,350,150,27,7,100,26,25,100,4,12
17,move,"move 28 8",1,206,350,150,28,8,100,26,25,100,4,12
18,move,"move 26 24",2,211,350,150,28,8,100,26,24,100,4,12
19,dig,"dig 5 11",3,218,350,150,28,8,100,26,24,100,4,12
20,move,"move 29 9",1,223,350,150,29,9,100,26,24,100,4,12
21,dig,"dig 26 23",2,230,350,150,29,9,100,26,24,100,4,12
22,move,"move 5 11",3,235,350,150,29,9,100,26,24,100,5,11
23,move,"move 30 10",1,240,350,150,30,10,100,26,24,100,5,11
24,move,"move 26 23",2,245,350,150,30,10,100,26,23,100,5,11
25,dig,"dig 6 10",3,252,350,150,30,10,100,26,23,100,5,11
26,move,"move 29 11",1,257,350,150,29,11,100,26,23,100,5,11
27,invalid,"invalid",2,253,350,150,29,11,100,26,23,100,5,11
28,move,"move 6 10",3,258,350,150,29,11,100,26,23,100,6,10
29,move,"move 28 12",1,263,350,150,28,12,100,26,23,100,6,10
30,invalid,"invalid",2,259,350,150,28,12,100,26,23,100,6,10
31,move,"move 7 9",3,264,350,150,28,12,100,26,23,100,7,9
32,move,"move 28 13",1,269,350,150,28,13,100,26,23,100,7,9
33,invalid,"invalid",2,265,350,150,28,13,100,26,23,100,7,9
34,move,"move 8 8",3,270,350,150,28,13,100,26,23,100,8,8
35,dig,"dig 28 14",1,277,350,150,28,13,100,26,23,100,8,8
36,invalid,"invalid",2,273,350,150,28,13,100,26,23,100,8,8
37,move,"move 9 9",3,278,350,150,28,13,100,26,23,100,9,9
38,dig,"dig 27 14",1,285,350,150,28,13,100,26,23,100,9,9
39,dig,"dig 25 22",2,292,350,150,28,13,100,26,23,100,9,9
40,snowball,"snowball 13 12",3,309,350,150,28,13,100,26,23,100,9,9
41,move,"move 27 14",1,314,350,150,27,14,100,26,23,100,9,9
42,move,"move 25 22",2,319,350,150,27,14,100,25,22,100,9,9
43,move,"move 10 9",3,324,350,150,27,14,100,25,22,100,10,9
44,dig,"dig 26 15",1,331,350,150,27,14,100,25,22,100,10,9
45,invalid,"invalid",2,327,350,150,27,14,100,25,22,100,10,9
46,snowball,"snowball 13 12",3,344,350,150,27,14,100,25,22,100,10,9
47,move,"move 26 15",1,349,350,150,26,15,100,25,22,100,10,9
48,dig,"dig 24 21",2,356,350,150,26,15,100,25,22,100,10,9
49,dig,"dig 11 10",3,363,350,150,26,15,100,25,22,100,10,9
50,dig,"dig 25 16",1,370,350,150,26,15,100,25,22,100,10,9
51,move,"move 24 21",2,375,350,150,26,15,100,24,21,100,10,9
52,snowball,"snowball 13 13",3,392,350,150,26,15,100,24,21,100,10,9
53,move,"move 25 16",1,397,350,150,25,16,100,24,21,100,10,9
54,dig,"dig 23 20",2,404,350,150,25,16,100,24,21,100,10,9
55,dig,"dig 11 9",3,411,350,150,25,16,100,24,21,100,10,9
56,move,"move 24 17",1,416,350,150,24,17,100,24,21,100,10,9
57,move,"move 23 20",2,421,350,150,24,17,100,23,20,100,10,9
58,move,"move 11 10",3,426,350,150,24,17,100,23,20,100,11,10
59,move,"move 23 18",1,431,350,150,23,18,100,23,20,100,11,10
60,banana,"banana 18 17",2,532,350,150,23,18,100,23,20,100,11,10
61,dig,"dig 12 11",3,539,350,150,23,18,100,23,20,100,11,10
62,dig,"dig 22 19",1,546,350,150,23,18,100,23,20,100,11,10
63,banana,"banana 19 18",2,640,350,150,23,18,100,23,20,100,11,10
64,move,"move 12 11",3,645,350,150,23,18,100,23,20,100,12,11
65,move,"move 22 19",1,643,342,142,23,18,100,23,20,100,12,11
66,banana,"banana 19 18",2,706,334,134,23,18,100,23,20,100,12,11
67,move,"move 13 12",3,708,326,126,23,18,100,23,20,100,13,12
68,move,"move 22 19",1,706,318,118,23,18,100,23,20,100,13,12
69,invalid,"invalid",2,699,310,110,23,18,100,23,20,100,13,12
70,invalid,"invalid",3,695,310,110,23,18,100,23,20,100,13,12
71,move,"move 22 19",1,700,310,110,22,19,100,23,20,100,13,12
72,invalid,"invalid",2,696,310,110,22,19,100,23,20,100,13,12
73,move,"move 14 12",3,701,310,110,22,19,100,23,20,100,14,12
74,dig,"dig 21 20",1,701,310,110,22,19,100,23,20,100,14,12
75,banana,"banana 19 18",2,701,310,110,22,19,100,23,20,100,14,12
76,invalid,"invalid",3,697,310,110,22,19,100,23,20,100,14,12
77,dig,"dig 21 20",1,694,279,90,22,19,89,23,20,100,14,12
78,invalid,"invalid",2,690,279,90,22,19,89,23,20,100,14,12
79,dig,"dig 15 13",3,697,279,90,22,19,89,23,20,100,14,12
80,move,"move 21 20",1,686,248,70,22,19,78,23,20,100,14,12
81,banana,"banana 20 19",2,684,240,62,22,19,78,23,20,100,14,12
82,move,"move 15 13",3,689,240,62,22,19,78,23,20,100,15,13
83,move,"move 21 20",1,686,218,51,21,20,67,23,20,100,15,13
84,invalid,"invalid",2,680,210,43,21,20,67,23,20,100,15,13
