Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,dig,"dig 23 25",2,179,350,150,23,7,100,24,26,100,3,14
13,move,"move 4 13",3,184,350,150,23,7,100,24,26,100,4,13
14,dig,"dig 23 8",1,191,350,150,23,7,100,24,26,100,4,13
15,move,"move 23 25",2,196,350,150,23,7,100,23,25,100,4,13
16,dig,"dig 5 12",3,203,350,150,23,7,100,23,25,100,4,13
17,move,"move 23 8",1,208,350,150,23,8,100,23,25,100,4,13
18,move,"move 23 24",2,213,350,150,23,8,100,23,24,100,4,13
19,move,"move 5 12",3,218,350,150,23,8,100,23,24,100,5,12
20,dig,"dig 23 9",1,225,350,150,23,8,100,23,24,100,5,12
21,move,"move 23 23",2,230,350,150,23,8,100,23,23,100,5,12
22,dig,"dig 6 12",3,237,350,150,23,8,100,23,23,100,5,12
23,move,"move 23 9",1,242,350,150,23,9,100,23,23,100,5,12
24,dig,"dig 22 22",2,249,350,150,23,9,100,23,23,100,5,12
25,move,"move 6 12",3,254,350,150,23,9,100,23,23,100,6,12
26,move,"move 22 10",1,259,350,150,22,10,100,23,23,100,6,12
27,move,"move 22 22",2,264,350,150,22,10,100,22,22,100,6,12
28,dig,"dig 7 12",3,271,350,150,22,10,100,22,22,100,6,12
29,move,"move 22 11",1,276,350,150,22,11,100,22,22,100,6,12
30,move,"move 22 21",2,281,350,150,22,11,100,22,21,100,6,12
31,move,"move 7 12",3,286,350,150,22,11,100,22,21,100,7,12
32,dig,"dig 21 12",1,293,350,150,22,11,100,22,21,100,7,12
33,banana,"banana 24 16",2,361,350,150,22,11,100,22,21,100,7,12
34,snowball,"snowball 12 9",3,378,350,150,22,11,100,22,21,100,7,12
35,move,"move 21 12",1,383,350,150,21,12,100,22,21,100,7,12
36,banana,"banana 23 16",2,444,350,150,21,12,100,22,21,100,7,12
37,dig,"dig 8 12",3,451,350,150,21,12,100,22,21,100,7,12
38,dig,"dig 21 13",1,451,350,150,21,12,100,22,21,100,7,12
39,banana,"banana 23 16",2,491,350,150,21,12,100,22,21,100,7,12
40,snowball,"snowball 12 9",3,508,350,150,21,12,100,22,21,100,7,12
41,dig,"dig 21 13",1,508,350,150,21,12,100,22,21,100,7,12
42,dig,"dig 21 20",2,515,350,150,21,12,100,22,21,100,7,12
43,move,"move 8 12",3,520,350,150,21,12,100,22,21,100,8,12
44,dig,"dig 21 13",1,520,350,150,21,12,100,22,21,100,8,12
45,move,"move 21 20",2,525,350,150,21,12,100,21,20,100,8,12
46,snowball,"snowball 12 10",3,542,350,150,21,12,100,21,20,100,8,12
47,dig,"dig 21 13",1,542,350,150,21,12,100,21,20,100,8,12
48,dig,"dig 21 19",2,549,350,150,21,12,100,21,20,100,8,12
49,move,"move 9 13",3,554,350,150,21,12,100,21,20,100,9,13
50,dig,"dig 21 13",1,552,342,150,21,12,92,21,20,100,9,13
51,move,"move 21 19",2,554,334,150,21,12,84,21,19,100,9,13
52,move,"move 10 13",3,556,326,150,21,12,76,21,19,100,10,13
53,dig,"dig 21 13",1,554,318,150,21,12,68,21,19,100,10,13
54,shoot,"shoot N",2,567,310,150,21,12,60,21,19,100,10,13
55,dig,"dig 11 13",3,574,310,150,21,12,60,21,19,100,10,13
56,dig,"dig 21 13",1,574,290,150,21,12,60,21,19,80,10,13
57,shoot,"shoot N",2,588,282,150,21,12,52,21,19,80,10,13
58,move,"move 11 13",3,593,282,150,21,12,52,21,19,80,11,13
59,move,"move 21 13",1,591,262,150,21,13,52,21,19,60,11,13
60,shoot,"shoot N",2,604,254,150,21,13,44,21,19,60,11,13
61,shoot,"shoot NE",3,620,254,150,21,13,44,21,19,60,11,13
62,dig,"dig 20 14",1,621,234,150,21,13,44,21,19,40,11,13
63,shoot,"shoot N",2,634,226,150,21,13,36,21,19,40,11,13
64,shoot,"shoot NE",3,650,226,150,21,13,36,21,19,40,11,13
65,move,"move 20 14",1,652,218,150,20,14,36,21,19,32,11,13
66,shoot,"shoot N",2,706,210,150,20,14,28,21,19,32,11,13
67,shoot,"shoot NE",3,722,210,150,20,14,28,21,19,32,11,13
68,move,"move 19 15",1,724,202,150,19,15,28,21,19,24,11,13
69,move,"move 11 12",3,729,202,150,19,15,28,21,19,24,11,12
70,move,"move 19 16",1,737,212,160,19,16,28,21,19,24,11,12
71,move,"move 11 11",3,742,212,160,19,16,28,21,19,24,11,11
72,move,"move 18 17",1,747,212,160,18,17,28,21,19,24,11,11
73,move,"move 20 18",2,752,212,160,18,17,28,20,18,24,11,11
74,move,"move 12 12",3,757,212,160,18,17,28,20,18,24,12,12
75,shoot,"shoot W",1,771,204,152,18,17,28,20,18,24,12,12
76,move,"move 19 18",2,776,204,152,18,17,28,19,18,24,12,12
77,move,"move 13 13",3,778,196,144,18,17,28,19,18,24,13,13
78,shoot,"shoot W",1,794,196,144,18,17,28,19,18,24,13,13
79,move,"move 18 18",2,796,188,136,18,17,28,18,18,24,13,13
80,dig,"dig 14 14",3,803,188,136,18,17,28,18,18,24,13,13
81,shoot,"shoot W",1,817,180,128,18,17,28,18,18,24,13,13
82,shoot,"shoot NW",2,833,180,128,18,17,28,18,18,24,13,13
83,move,"move 14 14",3,835,172,120,18,17,28,18,18,24,14,14
84,shoot,"shoot W",1,851,172,120,18,17,28,18,18,24,14,14
85,shoot,"shoot NW",2,864,164,112,18,17,28,18,18,24,14,14
86,dig,"dig 15 15",3,869,156,104,18,17,28,18,18,24,14,14
87,shoot,"shoot N",1,882,148,96,18,17,28,18,18,24,14,14
88,shoot,"shoot NW",2,895,140,88,18,17,28,18,18,24,14,14
89,move,"move 15 15",3,898,132,80,18,17,28,18,18,24,15,15
90,shoot,"shoot N",1,911,124,72,18,17,28,18,18,24,15,15
91,shoot,"shoot NW",2,924,116,64,18,17,28,18,18,24,15,15
92,shoot,"shoot SE",3,938,108,56,18,17,28,18,18,24,15,15
93,shoot,"shoot N",1,951,100,48,18,17,28,18,18,24,15,15
