Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,dig,"dig 23 25",2,181,350,150,24,6,100,24,26,100,3,14
13,dig,"dig 4 13",3,188,350,150,24,6,100,24,26,100,3,14
14,move,"move 23 7",1,193,350,150,23,7,100,24,26,100,3,14
15,move,"move 23 25",2,198,350,150,23,7,100,23,25,100,3,14
16,move,"move 4 13",3,203,350,150,23,7,100,23,25,100,4,13
17,dig,"dig 23 8",1,210,350,150,23,7,100,23,25,100,4,13
18,dig,"dig 23 24",2,217,350,150,23,7,100,23,25,100,4,13
19,dig,"dig 5 12",3,224,350,150,23,7,100,23,25,100,4,13
20,move,"move 23 8",1,229,350,150,23,8,100,23,25,100,4,13
21,move,"move 23 24",2,234,350,150,23,8,100,23,24,100,4,13
22,move,"move 5 12",3,239,350,150,23,8,100,23,24,100,5,12
23,dig,"dig 23 9",1,246,350,150,23,8,100,23,24,100,5,12
24,dig,"dig 23 23",2,253,350,150,23,8,100,23,24,100,5,12
25,dig,"dig 6 12",3,260,350,150,23,8,100,23,24,100,5,12
26,move,"move 23 9",1,265,350,150,23,9,100,23,24,100,5,12
27,move,"move 23 23",2,270,350,150,23,9,100,23,23,100,5,12
28,move,"move 6 12",3,275,350,150,23,9,100,23,23,100,6,12
29,dig,"dig 22 10",1,282,350,150,23,9,100,23,23,100,6,12
30,dig,"dig 22 22",2,289,350,150,23,9,100,23,23,100,6,12
31,dig,"dig 7 12",3,296,350,150,23,9,100,23,23,100,6,12
32,move,"move 22 10",1,301,350,150,22,10,100,23,23,100,6,12
33,move,"move 22 22",2,306,350,150,22,10,100,22,22,100,6,12
34,move,"move 7 12",3,311,350,150,22,10,100,22,22,100,7,12
35,dig,"dig 22 11",1,318,350,150,22,10,100,22,22,100,7,12
36,banana,"banana 23 17",2,400,350,150,22,10,100,22,22,100,7,12
37,move,"move 8 12",3,405,350,150,22,10,100,22,22,100,8,12
38,move,"move 22 11",1,410,350,150,22,11,100,22,22,100,8,12
39,banana,"banana 22 17",2,478,350,150,22,11,100,22,22,100,8,12
40,snowball,"snowball 13 12",3,495,350,150,22,11,100,22,22,100,8,12
41,dig,"dig 21 12",1,502,350,150,22,11,100,22,22,100,8,12
42,banana,"banana 22 17",2,502,350,150,22,11,100,22,22,100,8,12
43,move,"move 9 13",3,507,350,150,22,11,100,22,22,100,9,13
44,move,"move 21 12",1,512,350,150,21,12,100,22,22,100,9,13
45,banana,"banana 21 17",2,560,330,150,21,12,100,22,22,80,9,13
46,snowball,"snowball 13 12",3,577,330,150,21,12,100,22,22,80,9,13
47,dig,"dig 21 13",1,577,330,150,21,12,100,22,22,80,9,13
48,dig,"dig 22 21",2,584,330,150,21,12,100,22,22,80,9,13
49,move,"move 10 13",3,589,330,150,21,12,100,22,22,80,10,13
50,dig,"dig 21 13",1,589,330,150,21,12,100,22,22,80,10,13
51,move,"move 22 21",2,587,310,150,21,12,100,22,21,60,10,13
52,snowball,"snowball 13 12",3,604,310,150,21,12,100,22,21,60,10,13
53,dig,"dig 21 13",1,604,310,150,21,12,100,22,21,60,10,13
54,dig,"dig 21 20",2,611,310,150,21,12,100,22,21,60,10,13
55,move,"move 11 13",3,616,310,150,21,12,100,22,21,60,11,13
56,dig,"dig 21 13",1,616,310,150,21,12,100,22,21,60,11,13
57,move,"move 21 20",2,614,290,150,21,12,100,21,20,40,11,13
58,shoot,"shoot E",3,628,282,150,21,12,100,21,20,32,11,13
59,nothing,"nothing "Player chose to do nothing"",1,625,274,150,21,12,100,21,20,24,11,13
60,move,"move 11 12",3,630,274,150,21,12,100,21,20,24,11,12
61,move,"move 11 11",3,635,274,150,21,12,100,21,20,24,11,11
62,dig,"dig 11 10",3,642,274,150,21,12,100,21,20,24,11,11
63,move,"move 11 10",3,647,274,150,21,12,100,21,20,24,11,10
64,move,"move 11 9",3,652,274,150,21,12,100,21,20,24,11,9
65,nothing,"nothing "Player chose to do nothing"",1,652,274,150,21,12,100,21,20,24,11,9
66,nothing,"nothing "Player chose to do nothing"",2,652,274,150,21,12,100,21,20,24,11,9
67,nothing,"nothing "Player chose to do nothing"",3,652,274,150,21,12,100,21,20,24,11,9
68,nothing,"nothing "Player chose to do nothing"",1,652,274,150,21,12,100,21,20,24,11,9
69,nothing,"nothing "Player chose to do nothing"",2,652,274,150,21,12,100,21,20,24,11,9
70,nothing,"nothing "Player chose to do nothing"",3,652,274,150,21,12,100,21,20,24,11,9
71,nothing,"nothing "Player chose to do nothing"",1,652,274,150,21,12,100,21,20,24,11,9
72,nothing,"nothing "Player chose to do nothing"",2,652,274,150,21,12,100,21,20,24,11,9
73,nothing,"nothing "Player chose to do nothing"",3,652,274,150,21,12,100,21,20,24,11,9
74,nothing,"nothing "Player chose to do nothing"",1,652,274,150,21,12,100,21,20,24,11,9
75,nothing,"nothing "Player chose to do nothing"",2,652,274,150,21,12,100,21,20,24,11,9
76,nothing,"nothing "Player chose to do nothing"",3,652,274,150,21,12,100,21,20,24,11,9
