Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,17
12,move,"move 11 7",2,179,350,150,10,26,100,11,7,100,29,17
13,move,"move 28 17",3,184,350,150,10,26,100,11,7,100,28,17
14,move,"move 11 25",1,189,350,150,11,25,100,11,7,100,28,17
15,move,"move 12 8",2,194,350,150,11,25,100,12,8,100,28,17
16,move,"move 27 17",3,199,350,150,11,25,100,12,8,100,27,17
17,dig,"dig 12 24",1,206,350,150,11,25,100,12,8,100,27,17
18,dig,"dig 13 9",2,213,350,150,11,25,100,12,8,100,27,17
19,move,"move 26 17",3,218,350,150,11,25,100,12,8,100,26,17
20,move,"move 12 24",1,223,350,150,12,24,100,12,8,100,26,17
21,move,"move 13 9",2,228,350,150,12,24,100,13,9,100,26,17
22,move,"move 25 17",3,233,350,150,12,24,100,13,9,100,25,17
23,move,"move 13 23",1,238,350,150,13,23,100,13,9,100,25,17
24,move,"move 14 10",2,243,350,150,13,23,100,14,10,100,25,17
25,dig,"dig 24 17",3,250,350,150,13,23,100,14,10,100,25,17
26,dig,"dig 14 22",1,257,350,150,13,23,100,14,10,100,25,17
27,dig,"dig 14 11",2,264,350,150,13,23,100,14,10,100,25,17
28,move,"move 24 17",3,269,350,150,13,23,100,14,10,100,24,17
29,move,"move 14 22",1,274,350,150,14,22,100,14,10,100,24,17
30,move,"move 14 11",2,279,350,150,14,22,100,14,11,100,24,17
31,dig,"dig 23 17",3,286,350,150,14,22,100,14,11,100,24,17
32,dig,"dig 15 21",1,293,350,150,14,22,100,14,11,100,24,17
33,dig,"dig 14 12",2,300,350,150,14,22,100,14,11,100,24,17
34,move,"move 23 17",3,305,350,150,14,22,100,14,11,100,23,17
35,move,"move 15 21",1,310,350,150,15,21,100,14,11,100,23,17
36,move,"move 14 12",2,309,330,150,15,21,100,14,12,80,23,17
37,move,"move 22 17",3,314,330,150,15,21,100,14,12,80,22,17
38,move,"move 16 20",1,319,330,150,16,20,100,14,12,80,22,17
39,move,"move 14 13",2,317,310,150,16,20,100,14,13,60,22,17
40,snowball,"snowball 22 22",3,334,310,150,16,20,100,14,13,60,22,17
41,move,"move 17 19",1,339,310,150,17,19,100,14,13,60,22,17
42,move,"move 14 14",2,339,310,150,17,19,100,14,13,60,22,17
43,move,"move 21 17",3,344,310,150,17,19,100,14,13,60,21,17
44,move,"move 18 18",1,349,310,150,18,18,100,14,13,60,21,17
45,banana,"banana 9 13",2,452,290,150,18,18,100,14,13,40,21,17
46,snowball,"snowball 21 12",3,469,290,150,18,18,100,14,13,40,21,17
47,move,"move 18 17",1,478,300,160,18,17,100,14,13,40,21,17
48,banana,"banana 9 13",2,478,300,160,18,17,100,14,13,40,21,17
49,move,"move 20 16",3,483,300,160,18,17,100,14,13,40,20,16
50,move,"move 17 16",1,488,300,160,17,16,100,14,13,40,20,16
51,banana,"banana 10 13",2,563,300,160,17,16,100,14,13,40,20,16
52,snowball,"snowball 21 12",3,580,300,160,17,16,100,14,13,40,20,16
53,dig,"dig 16 15",1,587,300,160,17,16,100,14,13,40,20,16
54,banana,"banana 10 13",2,587,300,160,17,16,100,14,13,40,20,16
