Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,dig,"dig 11 7",2,179,350,150,11,25,100,10,6,100,29,17
13,dig,"dig 28 17",3,186,350,150,11,25,100,10,6,100,29,17
14,dig,"dig 12 24",1,193,350,150,11,25,100,10,6,100,29,17
15,move,"move 11 7",2,198,350,150,11,25,100,11,7,100,29,17
16,move,"move 28 17",3,203,350,150,11,25,100,11,7,100,28,17
17,move,"move 12 24",1,208,350,150,12,24,100,11,7,100,28,17
18,dig,"dig 12 8",2,215,350,150,12,24,100,11,7,100,28,17
19,move,"move 27 17",3,220,350,150,12,24,100,11,7,100,27,17
20,dig,"dig 13 23",1,227,350,150,12,24,100,11,7,100,27,17
21,move,"move 12 8",2,232,350,150,12,24,100,12,8,100,27,17
22,move,"move 26 17",3,237,350,150,12,24,100,12,8,100,26,17
23,move,"move 13 23",1,242,350,150,13,23,100,12,8,100,26,17
24,move,"move 13 9",2,247,350,150,13,23,100,13,9,100,26,17
25,dig,"dig 25 17",3,254,350,150,13,23,100,13,9,100,26,17
26,dig,"dig 14 22",1,261,350,150,13,23,100,13,9,100,26,17
27,dig,"dig 14 10",2,268,350,150,13,23,100,13,9,100,26,17
28,move,"move 25 17",3,273,350,150,13,23,100,13,9,100,25,17
29,move,"move 14 22",1,278,350,150,14,22,100,13,9,100,25,17
30,move,"move 14 10",2,283,350,150,14,22,100,14,10,100,25,17
31,dig,"dig 24 17",3,290,350,150,14,22,100,14,10,100,25,17
32,move,"move 15 21",1,295,350,150,15,21,100,14,10,100,25,17
33,dig,"dig 14 11",2,302,350,150,15,21,100,14,10,100,25,17
34,move,"move 24 17",3,307,350,150,15,21,100,14,10,100,24,17
35,dig,"dig 16 20",1,314,350,150,15,21,100,14,10,100,24,17
36,move,"move 14 11",2,319,350,150,15,21,100,14,11,100,24,17
37,dig,"dig 23 17",3,326,350,150,15,21,100,14,11,100,24,17
38,move,"move 16 20",1,331,350,150,16,20,100,14,11,100,24,17
39,dig,"dig 14 12",2,338,350,150,16,20,100,14,11,100,24,17
40,move,"move 23 17",3,343,350,150,16,20,100,14,11,100,23,17
41,dig,"dig 17 19",1,350,350,150,16,20,100,14,11,100,23,17
42,move,"move 14 12",2,355,350,150,16,20,100,14,12,100,23,17
43,dig,"dig 22 17",3,362,350,150,16,20,100,14,12,100,23,17
44,move,"move 17 19",1,367,350,150,17,19,100,14,12,100,23,17
45,dig,"dig 14 13",2,374,350,150,17,19,100,14,12,100,23,17
46,move,"move 22 17",3,379,350,150,17,19,100,14,12,100,22,17
47,move,"move 18 18",1,384,350,150,18,18,100,14,12,100,22,17
48,move,"move 14 13",2,389,350,150,18,18,100,14,13,100,22,17
49,dig,"dig 21 17",3,396,350,150,18,18,100,14,13,100,22,17
50,move,"move 18 17",1,405,360,160,18,17,100,14,13,100,22,17
51,dig,"dig 14 14",2,412,360,160,18,17,100,14,13,100,22,17
52,move,"move 21 16",3,417,360,160,18,17,100,14,13,100,21,16
53,move,"move 17 16",1,422,360,160,17,16,100,14,13,100,21,16
54,move,"move 14 14",2,422,360,160,17,16,100,14,13,100,21,16
