Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,move,"move 11 7",2,177,350,150,11,25,100,11,7,100,29,17
13,move,"move 28 17",3,182,350,150,11,25,100,11,7,100,28,17
14,move,"move 12 24",1,187,350,150,12,24,100,11,7,100,28,17
15,dig,"dig 12 8",2,194,350,150,12,24,100,11,7,100,28,17
16,dig,"dig 27 17",3,201,350,150,12,24,100,11,7,100,28,17
17,dig,"dig 13 23",1,208,350,150,12,24,100,11,7,100,28,17
18,move,"move 12 8",2,213,350,150,12,24,100,12,8,100,28,17
19,move,"move 27 17",3,218,350,150,12,24,100,12,8,100,27,17
20,move,"move 13 23",1,223,350,150,13,23,100,12,8,100,27,17
21,move,"move 13 9",2,228,350,150,13,23,100,13,9,100,27,17
22,move,"move 26 17",3,233,350,150,13,23,100,13,9,100,26,17
23,dig,"dig 14 22",1,240,350,150,13,23,100,13,9,100,26,17
24,move,"move 14 10",2,245,350,150,13,23,100,14,10,100,26,17
25,move,"move 25 17",3,250,350,150,13,23,100,14,10,100,25,17
26,move,"move 14 22",1,255,350,150,14,22,100,14,10,100,25,17
27,move,"move 14 11",2,254,330,150,14,22,100,14,11,80,25,17
28,move,"move 24 17",3,259,330,150,14,22,100,14,11,80,24,17
29,move,"move 15 21",1,264,330,150,15,21,100,14,11,80,24,17
30,dig,"dig 14 12",2,264,310,150,15,21,100,14,11,60,24,17
31,move,"move 23 17",3,269,310,150,15,21,100,14,11,60,23,17
32,move,"move 16 20",1,274,310,150,16,20,100,14,11,60,23,17
33,move,"move 14 12",2,272,290,150,16,20,100,14,12,40,23,17
34,move,"move 22 17",3,277,290,150,16,20,100,14,12,40,22,17
35,move,"move 17 19",1,282,290,150,17,19,100,14,12,40,22,17
36,move,"move 14 13",2,287,290,150,17,19,100,14,13,40,22,17
37,snowball,"snowball 22 21",3,304,290,150,17,19,100,14,13,40,22,17
38,move,"move 18 18",1,309,290,150,18,18,100,14,13,40,22,17
39,move,"move 14 14",2,314,290,150,18,18,100,14,14,40,22,17
40,move,"move 21 17",3,319,290,150,18,18,100,14,14,40,21,17
41,move,"move 18 17",1,328,300,160,18,17,100,14,14,40,21,17
42,move,"move 14 15",2,328,300,160,18,17,100,14,14,40,21,17
43,snowball,"snowball 21 20",3,345,300,160,18,17,100,14,14,40,21,17
44,dig,"dig 17 16",1,352,300,160,18,17,100,14,14,40,21,17
45,move,"move 14 15",2,360,310,160,18,17,110,14,15,40,21,17
46,snowball,"snowball 19 15",3,377,310,160,18,17,110,14,15,40,21,17
47,dig,"dig 19 16",1,384,310,160,18,17,110,14,15,40,21,17
48,banana,"banana 19 15",2,384,310,160,18,17,110,14,15,40,21,17
49,dig,"dig 20 16",3,391,310,160,18,17,110,14,15,40,21,17
50,shoot,"shoot NW",3,407,310,160,18,17,110,14,15,40,21,17
51,shoot,"shoot NW",3,423,310,160,18,17,110,14,15,40,21,17
52,shoot,"shoot NW",3,439,310,160,18,17,110,14,15,40,21,17
53,shoot,"shoot NW",3,452,302,160,18,17,110,14,15,32,21,17
54,shoot,"shoot NW",3,468,302,160,18,17,110,14,15,32,21,17
