Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,dig,"dig 23 7",1,174,350,150,24,6,100,24,26,100,3,14
12,move,"move 23 25",2,179,350,150,24,6,100,23,25,100,3,14
13,move,"move 4 13",3,184,350,150,24,6,100,23,25,100,4,13
14,move,"move 23 7",1,189,350,150,23,7,100,23,25,100,4,13
15,dig,"dig 23 24",2,196,350,150,23,7,100,23,25,100,4,13
16,dig,"dig 5 12",3,203,350,150,23,7,100,23,25,100,4,13
17,dig,"dig 23 8",1,210,350,150,23,7,100,23,25,100,4,13
18,move,"move 23 24",2,215,350,150,23,7,100,23,24,100,4,13
19,move,"move 5 12",3,220,350,150,23,7,100,23,24,100,5,12
20,move,"move 23 8",1,225,350,150,23,8,100,23,24,100,5,12
21,dig,"dig 23 23",2,232,350,150,23,8,100,23,24,100,5,12
22,dig,"dig 6 12",3,239,350,150,23,8,100,23,24,100,5,12
23,move,"move 23 9",1,244,350,150,23,9,100,23,24,100,5,12
24,move,"move 23 23",2,249,350,150,23,9,100,23,23,100,5,12
25,move,"move 6 12",3,254,350,150,23,9,100,23,23,100,6,12
26,dig,"dig 22 10",1,261,350,150,23,9,100,23,23,100,6,12
27,move,"move 22 22",2,266,350,150,23,9,100,22,22,100,6,12
28,move,"move 7 12",3,271,350,150,23,9,100,22,22,100,7,12
29,move,"move 22 10",1,276,350,150,22,10,100,22,22,100,7,12
30,banana,"banana 24 17",2,372,350,150,22,10,100,22,22,100,7,12
31,move,"move 8 12",3,377,350,150,22,10,100,22,22,100,8,12
32,dig,"dig 22 11",1,384,350,150,22,10,100,22,22,100,8,12
33,banana,"banana 23 17",2,438,350,150,22,10,100,22,22,100,8,12
34,snowball,"snowball 13 11",3,455,350,150,22,10,100,22,22,100,8,12
35,move,"move 22 11",1,460,350,150,22,11,100,22,22,100,8,12
36,banana,"banana 22 17",2,521,350,150,22,11,100,22,22,100,8,12
37,dig,"dig 9 13",3,528,350,150,22,11,100,22,22,100,8,12
38,move,"move 21 12",1,533,350,150,21,12,100,22,22,100,8,12
39,move,"move 22 21",2,533,350,150,21,12,100,22,22,100,8,12
40,snowball,"snowball 13 11",3,550,350,150,21,12,100,22,22,100,8,12
41,dig,"dig 21 13",1,557,350,150,21,12,100,22,22,100,8,12
42,move,"move 22 21",2,562,350,150,21,12,100,22,21,100,8,12
43,move,"move 9 13",3,567,350,150,21,12,100,22,21,100,9,13
44,move,"move 21 13",1,572,350,150,21,13,100,22,21,100,9,13
45,dig,"dig 21 20",2,572,350,150,21,13,100,22,21,100,9,13
46,snowball,"snowball 13 12",3,589,350,150,21,13,100,22,21,100,9,13
47,dig,"dig 20 14",1,589,350,150,21,13,100,22,21,100,9,13
48,dig,"dig 21 20",2,596,350,150,21,13,100,22,21,100,9,13
49,dig,"dig 10 13",3,603,350,150,21,13,100,22,21,100,9,13
50,dig,"dig 20 14",1,603,350,150,21,13,100,22,21,100,9,13
51,move,"move 21 20",2,602,330,150,21,13,100,21,20,80,9,13
52,move,"move 10 13",3,607,330,150,21,13,100,21,20,80,10,13
53,dig,"dig 20 14",1,611,322,150,21,13,100,21,20,72,10,13
54,dig,"dig 21 19",2,615,314,150,21,13,100,21,20,64,10,13
55,move,"move 11 13",3,618,306,150,21,13,100,21,20,56,11,13
56,shoot,"shoot SW",1,631,298,150,21,13,100,21,20,48,11,13
57,move,"move 21 19",2,633,290,150,21,13,100,21,19,40,11,13
58,shoot,"shoot E",3,647,282,142,21,13,100,21,19,40,11,13
59,shoot,"shoot SW",1,663,282,142,21,13,100,21,19,40,11,13
60,dig,"dig 20 18",2,663,262,142,21,13,100,21,19,20,11,13
61,shoot,"shoot E",3,676,254,134,21,13,100,21,19,20,11,13
62,shoot,"shoot SW",1,692,254,134,21,13,100,21,19,20,11,13
63,move,"move 11 12",3,693,241,134,21,13,100,21,19,7,11,12
64,shoot,"shoot SW",1,706,233,126,21,13,100,21,19,7,11,12
65,move,"move 11 11",3,711,233,126,21,13,100,21,19,7,11,11
66,shoot,"shoot SW",1,767,233,126,21,13,100,21,19,7,11,11
67,dig,"dig 11 10",3,774,233,126,21,13,100,21,19,7,11,11
68,move,"move 11 10",3,779,233,126,21,13,100,21,19,7,11,10
69,dig,"dig 11 9",3,786,233,126,21,13,100,21,19,7,11,10
70,move,"move 20 14",1,791,233,126,20,14,100,21,19,7,11,10
71,move,"move 20 18",2,796,233,126,20,14,100,20,18,7,11,10
72,move,"move 12 11",3,801,233,126,20,14,100,20,18,7,12,11
73,move,"move 19 14",1,806,233,126,19,14,100,20,18,7,12,11
74,dig,"dig 19 18",2,813,233,126,19,14,100,20,18,7,12,11
75,shoot,"shoot SE",3,829,233,126,19,14,100,20,18,7,12,11
76,shoot,"shoot W",1,843,226,126,19,14,100,20,18,-1,12,11
77,move,"move 19 18",2,845,218,118,19,14,100,19,18,-1,12,11
78,shoot,"shoot W",1,861,218,118,19,14,100,19,18,-1,12,11
79,move,"move 18 18",2,864,210,110,19,14,100,18,18,-1,12,11
80,shoot,"shoot W",1,880,210,110,19,14,100,18,18,-1,12,11
81,dig,"dig 17 17",2,884,202,102,19,14,100,18,18,-1,12,11
82,shoot,"shoot W",1,900,202,102,19,14,100,18,18,-1,12,11
83,move,"move 17 17",2,905,202,102,19,14,100,17,17,-1,12,11
84,shoot,"shoot W",1,918,194,94,19,14,100,17,17,-1,12,11
85,shoot,"shoot N",2,934,194,94,19,14,100,17,17,-1,12,11
86,shoot,"shoot W",1,948,186,86,19,14,100,17,17,-1,12,11
87,shoot,"shoot N",2,964,186,86,19,14,100,17,17,-1,12,11
88,shoot,"shoot W",1,977,178,78,19,14,100,17,17,-1,12,11
89,shoot,"shoot N",2,993,178,78,19,14,100,17,17,-1,12,11
90,shoot,"shoot W",1,1006,170,78,19,14,92,17,17,-1,12,11
91,shoot,"shoot N",2,1020,162,70,19,14,92,17,17,-1,12,11
92,shoot,"shoot W",1,1033,154,70,19,14,84,17,17,-1,12,11
