Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,move,"move 23 25",2,177,350,150,23,7,100,23,25,100,3,14
13,move,"move 4 13",3,182,350,150,23,7,100,23,25,100,4,13
14,move,"move 23 8",1,187,350,150,23,8,100,23,25,100,4,13
15,move,"move 23 24",2,192,350,150,23,8,100,23,24,100,4,13
16,move,"move 5 12",3,197,350,150,23,8,100,23,24,100,5,12
17,move,"move 23 9",1,202,350,150,23,9,100,23,24,100,5,12
18,dig,"dig 23 23",2,209,350,150,23,9,100,23,24,100,5,12
19,move,"move 6 12",3,214,350,150,23,9,100,23,24,100,6,12
20,dig,"dig 22 10",1,221,350,150,23,9,100,23,24,100,6,12
21,move,"move 23 23",2,226,350,150,23,9,100,23,23,100,6,12
22,dig,"dig 7 12",3,233,350,150,23,9,100,23,23,100,6,12
23,move,"move 22 10",1,238,350,150,22,10,100,23,23,100,6,12
24,dig,"dig 22 22",2,245,350,150,22,10,100,23,23,100,6,12
25,move,"move 7 12",3,250,350,150,22,10,100,23,23,100,7,12
26,move,"move 22 11",1,255,350,150,22,11,100,23,23,100,7,12
27,move,"move 22 22",2,260,350,150,22,11,100,22,22,100,7,12
28,invalid,"invalid",3,256,350,150,22,11,100,22,22,100,7,12
29,move,"move 21 12",1,261,350,150,21,12,100,22,22,100,7,12
30,banana,"banana 24 17",2,343,350,150,21,12,100,22,22,100,7,12
31,invalid,"invalid",3,339,350,150,21,12,100,22,22,100,7,12
32,move,"move 21 13",1,344,350,150,21,13,100,22,22,100,7,12
33,banana,"banana 23 17",2,412,350,150,21,13,100,22,22,100,7,12
34,move,"move 8 12",3,417,350,150,21,13,100,22,22,100,8,12
35,dig,"dig 20 14",1,417,350,150,21,13,100,22,22,100,8,12
36,banana,"banana 23 17",2,457,350,150,21,13,100,22,22,100,8,12
37,snowball,"snowball 13 10",3,474,350,150,21,13,100,22,22,100,8,12
38,dig,"dig 20 14",1,474,350,150,21,13,100,22,22,100,8,12
39,dig,"dig 22 21",2,481,350,150,21,13,100,22,22,100,8,12
40,dig,"dig 9 13",3,488,350,150,21,13,100,22,22,100,8,12
41,dig,"dig 20 14",1,488,350,150,21,13,100,22,22,100,8,12
42,move,"move 22 21",2,493,350,150,21,13,100,22,21,100,8,12
43,snowball,"snowball 13 10",3,510,350,150,21,13,100,22,21,100,8,12
44,dig,"dig 20 14",1,510,350,150,21,13,100,22,21,100,8,12
45,move,"move 21 20",2,510,350,150,21,13,100,22,21,100,8,12
46,move,"move 9 13",3,515,350,150,21,13,100,22,21,100,9,13
47,dig,"dig 20 14",1,520,342,142,21,13,100,22,21,100,9,13
48,move,"move 21 20",2,522,334,134,21,13,100,21,20,100,9,13
49,snowball,"snowball 13 10",3,536,326,126,21,13,100,21,20,100,9,13
50,move,"move 20 14",1,541,326,126,20,14,100,21,20,100,9,13
51,move,"move 21 19",2,546,326,126,20,14,100,21,19,100,9,13
52,move,"move 10 13",3,551,326,126,20,14,100,21,19,100,10,13
53,move,"move 19 15",1,556,326,126,19,15,100,21,19,100,10,13
54,dig,"dig 20 18",2,563,326,126,19,15,100,21,19,100,10,13
55,move,"move 11 13",3,564,313,126,19,15,100,21,19,87,11,13
56,dig,"dig 18 16",1,571,313,126,19,15,100,21,19,87,11,13
57,move,"move 20 18",2,576,313,126,19,15,100,20,18,87,11,13
58,dig,"dig 12 14",3,576,293,126,19,15,100,20,18,67,11,13
59,move,"move 18 16",1,579,285,126,18,16,92,20,18,67,11,13
60,shoot,"shoot N",2,592,277,126,18,16,84,20,18,67,11,13
61,move,"move 12 14",3,594,269,118,18,16,84,20,18,67,12,14
62,shoot,"shoot S",1,604,249,118,18,16,84,20,18,47,12,14
63,shoot,"shoot N",2,617,241,118,18,16,76,20,18,47,12,14
64,move,"move 13 14",3,619,233,110,18,16,76,20,18,47,13,14
65,shoot,"shoot S",1,635,233,110,18,16,76,20,18,47,13,14
66,shoot,"shoot N",2,649,225,110,18,16,68,20,18,47,13,14
67,move,"move 14 15",3,654,227,102,18,16,68,20,18,57,14,15
68,shoot,"shoot S",1,670,227,102,18,16,68,20,18,57,14,15
69,shoot,"shoot N",2,684,219,102,18,16,60,20,18,57,14,15
70,dig,"dig 15 15",3,688,211,94,18,16,60,20,18,57,14,15
71,shoot,"shoot S",1,704,211,94,18,16,60,20,18,57,14,15
72,shoot,"shoot N",2,757,203,94,18,16,52,20,18,57,14,15
73,move,"move 15 15",3,760,195,86,18,16,52,20,18,57,15,15
74,shoot,"shoot S",1,773,187,86,18,16,52,20,18,49,15,15
75,dig,"dig 19 18",2,777,179,78,18,16,52,20,18,49,15,15
76,shoot,"shoot NE",3,791,171,78,18,16,52,20,18,41,15,15
77,shoot,"shoot S",1,804,163,70,18,16,52,20,18,41,15,15
78,move,"move 19 18",2,806,155,70,18,16,52,19,18,33,15,15
79,shoot,"shoot NE",3,820,147,62,18,16,52,19,18,33,15,15
80,shoot,"shoot S",1,833,139,62,18,16,52,19,18,25,15,15
81,shoot,"shoot NW",2,846,131,54,18,16,52,19,18,25,15,15
82,shoot,"shoot NE",3,860,123,54,18,16,52,19,18,17,15,15
83,shoot,"shoot S",1,873,115,46,18,16,52,19,18,17,15,15
84,shoot,"shoot NW",2,886,107,46,18,16,52,19,18,9,15,15
85,shoot,"shoot NE",3,900,99,38,18,16,52,19,18,9,15,15
86,shoot,"shoot S",1,913,91,38,18,16,52,19,18,1,15,15
87,shoot,"shoot NW",2,926,83,30,18,16,52,19,18,1,15,15
88,shoot,"shoot NE",3,942,82,30,18,16,52,19,18,-7,15,15
89,shoot,"shoot S",1,955,74,22,18,16,52,19,18,-7,15,15
90,shoot,"shoot NW",2,971,74,22,18,16,52,19,18,-7,15,15
91,shoot,"shoot S",1,985,66,14,18,16,52,19,18,-7,15,15
92,shoot,"shoot NW",2,998,58,6,18,16,52,19,18,-7,15,15
93,shoot,"shoot S",1,1012,52,-2,18,16,52,19,18,-7,15,15
