Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,dig,"dig 11 7",2,179,350,150,11,25,100,10,6,100,29,17
13,move,"move 28 17",3,184,350,150,11,25,100,10,6,100,28,17
14,dig,"dig 12 24",1,191,350,150,11,25,100,10,6,100,28,17
15,move,"move 11 7",2,196,350,150,11,25,100,11,7,100,28,17
16,move,"move 27 17",3,201,350,150,11,25,100,11,7,100,27,17
17,move,"move 12 24",1,206,350,150,12,24,100,11,7,100,27,17
18,dig,"dig 12 8",2,213,350,150,12,24,100,11,7,100,27,17
19,dig,"dig 26 17",3,220,350,150,12,24,100,11,7,100,27,17
20,dig,"dig 13 23",1,227,350,150,12,24,100,11,7,100,27,17
21,move,"move 12 8",2,232,350,150,12,24,100,12,8,100,27,17
22,move,"move 26 17",3,237,350,150,12,24,100,12,8,100,26,17
23,move,"move 13 23",1,242,350,150,13,23,100,12,8,100,26,17
24,dig,"dig 13 9",2,249,350,150,13,23,100,12,8,100,26,17
25,move,"move 25 17",3,254,350,150,13,23,100,12,8,100,25,17
26,dig,"dig 14 22",1,261,350,150,13,23,100,12,8,100,25,17
27,move,"move 13 9",2,266,350,150,13,23,100,13,9,100,25,17
28,move,"move 24 17",3,271,350,150,13,23,100,13,9,100,24,17
29,move,"move 14 22",1,276,350,150,14,22,100,13,9,100,24,17
30,dig,"dig 14 10",2,277,330,150,14,22,100,13,9,80,24,17
31,move,"move 23 17",3,282,330,150,14,22,100,13,9,80,23,17
32,dig,"dig 15 21",1,289,330,150,14,22,100,13,9,80,23,17
33,move,"move 14 10",2,287,310,150,14,22,100,14,10,60,23,17
34,snowball,"snowball 21 13",3,304,310,150,14,22,100,14,10,60,23,17
35,move,"move 15 21",1,309,310,150,15,21,100,14,10,60,23,17
36,move,"move 14 11",2,307,290,150,15,21,100,14,11,40,23,17
37,move,"move 22 17",3,312,290,150,15,21,100,14,11,40,22,17
38,dig,"dig 16 20",1,319,290,150,15,21,100,14,11,40,22,17
39,dig,"dig 14 12",2,319,290,150,15,21,100,14,11,40,22,17
40,snowball,"snowball 21 13",3,336,290,150,15,21,100,14,11,40,22,17
41,move,"move 16 20",1,341,290,150,16,20,100,14,11,40,22,17
42,dig,"dig 14 12",2,348,290,150,16,20,100,14,11,40,22,17
43,snowball,"snowball 22 21",3,365,290,150,16,20,100,14,11,40,22,17
44,dig,"dig 17 19",1,372,290,150,16,20,100,14,11,40,22,17
45,move,"move 14 12",2,372,290,150,16,20,100,14,11,40,22,17
46,move,"move 21 17",3,377,290,150,16,20,100,14,11,40,21,17
47,shoot,"shoot N",3,393,290,150,16,20,100,14,11,40,21,17
48,shoot,"shoot N",3,409,290,150,16,20,100,14,11,40,21,17
49,shoot,"shoot N",3,425,290,150,16,20,100,14,11,40,21,17
50,shoot,"shoot N",3,427,290,150,16,20,100,14,11,40,21,17
51,move,"move 17 19",1,432,290,150,17,19,100,14,11,40,21,17
52,move,"move 14 12",2,432,290,150,17,19,100,14,11,40,21,17
53,dig,"dig 20 17",3,439,290,150,17,19,100,14,11,40,21,17
54,move,"move 18 18",1,444,290,150,18,18,100,14,11,40,21,17
