Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,move,"move 23 25",2,177,350,150,23,7,100,23,25,100,3,14
13,move,"move 4 13",3,182,350,150,23,7,100,23,25,100,4,13
14,dig,"dig 23 8",1,189,350,150,23,7,100,23,25,100,4,13
15,move,"move 23 24",2,194,350,150,23,7,100,23,24,100,4,13
16,move,"move 5 12",3,199,350,150,23,7,100,23,24,100,5,12
17,move,"move 23 8",1,204,350,150,23,8,100,23,24,100,5,12
18,dig,"dig 23 23",2,211,350,150,23,8,100,23,24,100,5,12
19,move,"move 6 12",3,216,350,150,23,8,100,23,24,100,6,12
20,dig,"dig 23 9",1,223,350,150,23,8,100,23,24,100,6,12
21,move,"move 23 23",2,228,350,150,23,8,100,23,23,100,6,12
22,move,"move 7 12",3,233,350,150,23,8,100,23,23,100,7,12
23,move,"move 23 9",1,238,350,150,23,9,100,23,23,100,7,12
24,dig,"dig 22 22",2,245,350,150,23,9,100,23,23,100,7,12
25,invalid,"invalid",3,241,350,150,23,9,100,23,23,100,7,12
26,move,"move 22 10",1,246,350,150,22,10,100,23,23,100,7,12
27,move,"move 22 22",2,251,350,150,22,10,100,22,22,100,7,12
28,invalid,"invalid",3,247,350,150,22,10,100,22,22,100,7,12
29,move,"move 22 11",1,252,350,150,22,11,100,22,22,100,7,12
30,banana,"banana 25 17",2,327,350,150,22,11,100,22,22,100,7,12
31,move,"move 8 12",3,332,350,150,22,11,100,22,22,100,8,12
32,dig,"dig 21 12",1,339,350,150,22,11,100,22,22,100,8,12
33,banana,"banana 24 17",2,400,350,150,22,11,100,22,22,100,8,12
34,snowball,"snowball 13 10",3,417,350,150,22,11,100,22,22,100,8,12
35,move,"move 21 12",1,422,350,150,21,12,100,22,22,100,8,12
36,banana,"banana 23 17",2,483,350,150,21,12,100,22,22,100,8,12
37,move,"move 9 13",3,488,350,150,21,12,100,22,22,100,9,13
38,dig,"dig 21 13",1,495,350,150,21,12,100,22,22,100,9,13
39,dig,"dig 22 21",2,502,350,150,21,12,100,22,22,100,9,13
40,snowball,"snowball 13 10",3,519,350,150,21,12,100,22,22,100,9,13
41,move,"move 21 13",1,524,350,150,21,13,100,22,22,100,9,13
42,move,"move 22 21",2,524,350,150,21,13,100,22,22,100,9,13
43,dig,"dig 10 13",3,531,350,150,21,13,100,22,22,100,9,13
44,move,"move 20 14",1,531,350,150,21,13,100,22,22,100,9,13
45,move,"move 22 21",2,536,350,150,21,13,100,22,21,100,9,13
46,snowball,"snowball 13 11",3,553,350,150,21,13,100,22,21,100,9,13
47,move,"move 20 14",1,553,350,150,21,13,100,22,21,100,9,13
48,move,"move 21 20",2,553,350,150,21,13,100,22,21,100,9,13
49,move,"move 10 13",3,558,350,150,21,13,100,22,21,100,10,13
50,move,"move 20 14",1,563,350,150,20,14,100,22,21,100,10,13
51,move,"move 21 20",2,562,330,150,20,14,100,21,20,80,10,13
52,move,"move 11 13",3,567,330,150,20,14,100,21,20,80,11,13
53,shoot,"shoot S",1,580,322,142,20,14,100,21,20,80,11,13
54,move,"move 21 19",2,582,314,134,20,14,100,21,19,80,11,13
55,move,"move 12 14",3,585,306,126,20,14,100,21,19,80,12,14
56,shoot,"shoot S",1,598,298,118,20,14,100,21,19,80,12,14
57,dig,"dig 20 18",2,602,290,110,20,14,100,21,19,80,12,14
58,dig,"dig 13 14",3,609,290,110,20,14,100,21,19,80,12,14
59,shoot,"shoot S",1,619,270,110,20,14,100,21,19,60,12,14
60,move,"move 20 18",2,621,262,102,20,14,100,20,18,60,12,14
61,shoot,"shoot NE",3,637,262,102,20,14,100,20,18,60,12,14
62,shoot,"shoot S",1,646,242,102,20,14,100,20,18,40,12,14
63,shoot,"shoot N",2,700,234,94,20,14,100,20,18,40,12,14
64,shoot,"shoot NE",3,716,234,94,20,14,100,20,18,40,12,14
65,move,"move 19 15",1,718,226,94,19,15,100,20,18,32,12,14
66,dig,"dig 19 18",2,725,226,94,19,15,100,20,18,32,12,14
67,shoot,"shoot NE",3,738,218,94,19,15,100,20,18,24,12,14
68,move,"move 12 13",3,743,218,94,19,15,100,20,18,24,12,13
69,move,"move 18 16",1,748,218,94,18,16,100,20,18,24,12,13
70,move,"move 19 18",2,753,218,94,18,16,100,19,18,24,12,13
71,shoot,"shoot SE",3,769,218,94,18,16,100,19,18,24,12,13
72,move,"move 12 12",3,774,218,94,18,16,100,19,18,24,12,12
73,move,"move 17 17",1,779,218,94,17,17,100,19,18,24,12,12
74,move,"move 18 18",2,784,218,94,17,17,100,18,18,24,12,12
75,move,"move 13 13",3,789,218,94,17,17,100,18,18,24,13,13
76,dig,"dig 13 12",3,796,218,94,17,17,100,18,18,24,13,13
77,shoot,"shoot W",1,810,210,94,17,17,100,18,18,16,13,13
78,move,"move 13 12",3,812,202,86,17,17,100,18,18,16,13,12
79,shoot,"shoot W",1,828,202,86,17,17,100,18,18,16,13,12
80,move,"move 18 17",2,830,194,78,17,17,100,18,17,16,13,12
81,move,"move 14 13",3,835,194,78,17,17,100,18,17,16,14,13
82,shoot,"shoot W",1,849,186,70,17,17,100,18,17,16,14,13
83,move,"move 17 16",2,854,186,70,17,17,100,17,16,16,14,13
84,move,"move 15 14",3,856,178,62,17,17,100,17,16,16,15,14
85,shoot,"shoot W",1,869,170,62,17,17,92,17,16,16,15,14
86,shoot,"shoot N",2,883,162,54,17,17,92,17,16,16,15,14
87,move,"move 16 15",3,885,154,54,17,17,84,17,16,16,16,15
88,shoot,"shoot W",1,898,146,46,17,17,84,17,16,16,16,15
89,shoot,"shoot N",2,912,138,46,17,17,84,17,16,8,16,15
90,shoot,"shoot E",3,925,130,38,17,17,84,17,16,8,16,15
91,shoot,"shoot W",1,938,122,38,17,17,84,17,16,0,16,15
92,shoot,"shoot N",2,952,114,30,17,17,84,17,16,0,16,15
93,shoot,"shoot W",1,965,106,30,17,17,76,17,16,0,16,15
