Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 24 5",1,121,350,150,24,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,24,5,100,24,27,100,1,16
4,move,"move 2 15",3,131,350,150,24,5,100,24,27,100,2,15
5,dig,"dig 24 6",1,138,350,150,24,5,100,24,27,100,2,15
6,dig,"dig 24 26",2,145,350,150,24,5,100,24,27,100,2,15
7,dig,"dig 3 14",3,152,350,150,24,5,100,24,27,100,2,15
8,move,"move 24 6",1,157,350,150,24,6,100,24,27,100,2,15
9,move,"move 24 26",2,162,350,150,24,6,100,24,26,100,2,15
10,move,"move 3 14",3,167,350,150,24,6,100,24,26,100,3,14
11,move,"move 23 7",1,172,350,150,23,7,100,24,26,100,3,14
12,dig,"dig 23 25",2,179,350,150,23,7,100,24,26,100,3,14
13,dig,"dig 4 13",3,186,350,150,23,7,100,24,26,100,3,14
14,dig,"dig 23 8",1,193,350,150,23,7,100,24,26,100,3,14
15,move,"move 23 25",2,198,350,150,23,7,100,23,25,100,3,14
16,move,"move 4 13",3,203,350,150,23,7,100,23,25,100,4,13
17,move,"move 23 8",1,208,350,150,23,8,100,23,25,100,4,13
18,dig,"dig 23 24",2,215,350,150,23,8,100,23,25,100,4,13
19,move,"move 5 12",3,220,350,150,23,8,100,23,25,100,5,12
20,dig,"dig 23 9",1,227,350,150,23,8,100,23,25,100,5,12
21,move,"move 23 24",2,232,350,150,23,8,100,23,24,100,5,12
22,dig,"dig 6 12",3,239,350,150,23,8,100,23,24,100,5,12
23,move,"move 23 9",1,244,350,150,23,9,100,23,24,100,5,12
24,dig,"dig 23 23",2,251,350,150,23,9,100,23,24,100,5,12
25,move,"move 6 12",3,256,350,150,23,9,100,23,24,100,6,12
26,dig,"dig 22 10",1,263,350,150,23,9,100,23,24,100,6,12
27,move,"move 23 23",2,268,350,150,23,9,100,23,23,100,6,12
28,dig,"dig 7 12",3,275,350,150,23,9,100,23,23,100,6,12
29,move,"move 22 10",1,280,350,150,22,10,100,23,23,100,6,12
30,move,"move 22 22",2,285,350,150,22,10,100,22,22,100,6,12
31,move,"move 7 12",3,290,350,150,22,10,100,22,22,100,7,12
32,move,"move 22 11",1,295,350,150,22,11,100,22,22,100,7,12
33,banana,"banana 24 17",2,384,350,150,22,11,100,22,22,100,7,12
34,dig,"dig 8 12",3,391,350,150,22,11,100,22,22,100,7,12
35,dig,"dig 21 12",1,398,350,150,22,11,100,22,22,100,7,12
36,banana,"banana 23 17",2,445,350,150,22,11,100,22,22,100,7,12
37,move,"move 8 12",3,450,350,150,22,11,100,22,22,100,8,12
38,move,"move 21 12",1,455,350,150,21,12,100,22,22,100,8,12
39,banana,"banana 22 17",2,523,350,150,21,12,100,22,22,100,8,12
40,snowball,"snowball 13 10",3,540,350,150,21,12,100,22,22,100,8,12
41,dig,"dig 21 13",1,547,350,150,21,12,100,22,22,100,8,12
42,move,"move 22 21",2,547,350,150,21,12,100,22,22,100,8,12
43,dig,"dig 9 13",3,554,350,150,21,12,100,22,22,100,8,12
44,move,"move 21 13",1,559,350,150,21,13,100,22,22,100,8,12
45,move,"move 22 21",2,564,350,150,21,13,100,22,21,100,8,12
46,snowball,"snowball 13 11",3,581,350,150,21,13,100,22,21,100,8,12
47,dig,"dig 20 14",1,581,350,150,21,13,100,22,21,100,8,12
48,dig,"dig 21 20",2,588,350,150,21,13,100,22,21,100,8,12
49,move,"move 9 13",3,593,350,150,21,13,100,22,21,100,9,13
50,dig,"dig 20 14",1,593,350,150,21,13,100,22,21,100,9,13
51,move,"move 21 20",2,598,350,150,21,13,100,21,20,100,9,13
52,snowball,"snowball 13 11",3,615,350,150,21,13,100,21,20,100,9,13
53,dig,"dig 20 14",1,622,350,150,21,13,100,21,20,100,9,13
54,dig,"dig 21 19",2,622,350,150,21,13,100,21,20,100,9,13
55,dig,"dig 10 13",3,629,350,150,21,13,100,21,20,100,9,13
56,move,"move 20 14",1,634,350,150,20,14,100,21,20,100,9,13
57,dig,"dig 21 19",2,641,350,150,20,14,100,21,20,100,9,13
58,move,"move 10 13",3,646,350,150,20,14,100,21,20,100,10,13
59,shoot,"shoot SW",1,660,342,142,20,14,100,21,20,100,10,13
60,move,"move 21 19",2,662,334,134,20,14,100,21,19,100,10,13
61,dig,"dig 11 13",3,666,326,126,20,14,100,21,19,100,10,13
62,shoot,"shoot SW",1,680,318,118,20,14,100,21,19,100,10,13
63,dig,"dig 20 18",2,684,310,110,20,14,100,21,19,100,10,13
64,move,"move 11 13",3,689,310,110,20,14,100,21,19,100,11,13
65,shoot,"shoot SW",1,698,290,110,20,14,100,21,19,80,11,13
66,move,"move 20 18",2,701,282,102,20,14,100,20,18,80,11,13
67,shoot,"shoot E",3,717,282,102,20,14,100,20,18,80,11,13
68,shoot,"shoot SW",1,726,262,102,20,14,100,20,18,60,11,13
69,dig,"dig 19 18",2,730,254,94,20,14,100,20,18,60,11,13
70,shoot,"shoot E",3,746,254,94,20,14,100,20,18,60,11,13
71,shoot,"shoot SW",1,796,234,94,20,14,100,20,18,40,11,13
72,move,"move 19 18",2,801,234,94,20,14,100,19,18,40,11,13
73,shoot,"shoot E",3,814,226,94,20,14,100,19,18,32,11,13
74,move,"move 19 14",1,819,226,94,19,14,100,19,18,32,11,13
75,move,"move 18 18",2,821,218,94,19,14,100,18,18,24,11,13
76,shoot,"shoot E",3,837,218,94,19,14,100,18,18,24,11,13
77,move,"move 11 12",3,842,218,94,19,14,100,18,18,24,11,12
78,dig,"dig 18 15",1,849,218,94,19,14,100,18,18,24,11,12
79,move,"move 17 17",2,854,218,94,19,14,100,17,17,24,11,12
80,move,"move 12 12",3,857,210,86,19,14,100,17,17,24,12,12
81,shoot,"shoot W",1,873,210,86,19,14,100,17,17,24,12,12
82,shoot,"shoot N",2,886,202,78,19,14,100,17,17,24,12,12
83,move,"move 13 13",3,891,202,78,19,14,100,17,17,24,13,13
84,shoot,"shoot W",1,904,194,70,19,14,100,17,17,24,13,13
85,shoot,"shoot N",2,920,194,70,19,14,100,17,17,24,13,13
86,dig,"dig 14 14",3,925,186,62,19,14,100,17,17,24,13,13
87,shoot,"shoot W",1,941,186,62,19,14,100,17,17,24,13,13
88,shoot,"shoot N",2,954,178,54,19,14,100,17,17,24,13,13
89,shoot,"shoot E",3,967,170,54,19,14,100,17,17,16,13,13
90,shoot,"shoot W",1,981,162,46,19,14,100,17,17,16,13,13
91,shoot,"shoot N",2,994,154,46,19,14,100,17,17,8,13,13
92,shoot,"shoot E",3,1007,146,38,19,14,100,17,17,8,13,13
93,shoot,"shoot W",1,1021,138,38,19,14,100,17,17,0,13,13
