Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,dig,"dig 11 25",1,174,350,150,10,26,100,10,6,100,29,17
12,move,"move 11 7",2,179,350,150,10,26,100,11,7,100,29,17
13,dig,"dig 28 17",3,186,350,150,10,26,100,11,7,100,29,17
14,move,"move 11 25",1,191,350,150,11,25,100,11,7,100,29,17
15,dig,"dig 12 8",2,198,350,150,11,25,100,11,7,100,29,17
16,move,"move 28 17",3,203,350,150,11,25,100,11,7,100,28,17
17,move,"move 12 24",1,208,350,150,12,24,100,11,7,100,28,17
18,move,"move 12 8",2,213,350,150,12,24,100,12,8,100,28,17
19,dig,"dig 27 17",3,220,350,150,12,24,100,12,8,100,28,17
20,dig,"dig 13 23",1,227,350,150,12,24,100,12,8,100,28,17
21,dig,"dig 13 9",2,234,350,150,12,24,100,12,8,100,28,17
22,move,"move 27 17",3,239,350,150,12,24,100,12,8,100,27,17
23,move,"move 13 23",1,244,350,150,13,23,100,12,8,100,27,17
24,move,"move 13 9",2,249,350,150,13,23,100,13,9,100,27,17
25,dig,"dig 26 17",3,256,350,150,13,23,100,13,9,100,27,17
26,dig,"dig 14 22",1,263,350,150,13,23,100,13,9,100,27,17
27,move,"move 14 10",2,268,350,150,13,23,100,14,10,100,27,17
